Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0007522,2017-10-04,2017-10-04,"There's a very good review here which sums up the many reasons why this can count as the first gay-themed film ever, but you'll be hard pressed to find the subtext from what remains. Dreyer's Michael, based on the same source, is much more ambivalent.","Vingarne","Vingarne",https://www.imdb.com/title/tt0007522/,Movie,5.7,69,1916,"Drama",215,1917-01-29,"Mauritz Stiller",,
2,tt0009878,2013-08-15,2013-08-26,"First ever gay-themed film starring Conrad Veidt (of 'Cabinet of Dr. Caligari' and 'Casablanca' fame). Conceived by sexologist Magnus Hirschfeld to push for legalization, it led to the reintroduction of film censorship in post-WWI Germany.","Different from the Others","Anders als die Andern",https://www.imdb.com/title/tt0009878/,Movie,7.0,50,1919,"Crime, Drama, History, Romance",1634,1919-05-28,"Richard Oswald",,
3,tt0013571,2016-10-18,2016-10-18,"Was infamously filmed with an all-gay cast, even though that is a matter of contention. Quite obviously very camp, with a number of performers in drag.","Salomé","Salomé",https://www.imdb.com/title/tt0013571/,Movie,6.6,72,1922,"Biography, Drama, History, Horror",1310,1923-02-15,"Charles Bryant, Alla Nazimova",,
4,tt0015136,2013-08-15,2013-08-26,"Carl Theodor Dreyer's adaptation of gay writer Herman Bang's novel could be regarded as the first gay-themed narrative film. Contributed to harsher censorship laws banning the subject for decades.","Michael","Michael",https://www.imdb.com/title/tt0015136/,Movie,7.1,93,1924,"Drama, Romance",2174,1924-11-17,"Carl Theodor Dreyer",,
5,tt0018935,2014-04-29,2014-06-19,"first film about gender confusion in jail considers homosexuality an affliction and could thereby pass strengthened censorship laws","Sex in Chains","Geschlecht in Fesseln",https://www.imdb.com/title/tt0018935/,Movie,6.5,107,1928,"Drama",335,1932,"William Dieterle",,
6,tt0022183,2014-04-29,2014-06-19,"first film to touch female homosexuality in a surprisingly overt way and allowing for genuine emotions; could pass German censorship laws because only male homosexuality was penalized. The remake of 1958 is more famous but also more ambivalent.","Mädchen in Uniform","Mädchen in Uniform",https://www.imdb.com/title/tt0022183/,Movie,7.5,87,1931,"Drama, Romance",4118,1931-11-27,"Leontine Sagan, Carl Froelich",,
7,tt0022737,2017-07-21,2017-07-21,"There is a brief scene of what would be the first gay bar in film in this pre-code melodrama.  You can find it on Youtube and don't have to watch the whole thing, as there's no connection to the plot.","Call Her Savage","Call Her Savage",https://www.imdb.com/title/tt0022737/,Movie,7.0,88,1932,"Drama",1164,1932-11-27,"John Francis Dillon",,
8,tt0122158,2014-06-19,2016-10-18,"released on DVD with 'Salomé' (1923), 'Lot in Sodom' has clear gay subtext, although it is essentially an experimental retelling quite faithful to the Biblical story.","Lot in Sodom","Lot in Sodom",https://www.imdb.com/title/tt0122158/,Short,6.5,28,1933,"Short, Drama",739,1933-12-25,"James Sibley Watson, Melville Webber",,
9,tt0037008,2013-08-15,2016-10-18,"with the production code, gay subtext vanished, but many '40s crime films feature presumably homosexual villains, few as obvious as Clifton Webb's Waldo Lydecker, who unlike others isn't portrayed in a defamatory way.","Laura","Laura",https://www.imdb.com/title/tt0037008/,Movie,7.9,88,1944,"Drama, Film-Noir, Mystery",54103,1944-11,"Otto Preminger, Rouben Mamoulian",,
10,tt0039383,2013-08-15,2013-08-15,"homoerotic experimental no-budget film led to Kenneth Anger's arrest on obscenity charges and, eventually, a Supreme Court ruling declaring the film to be art.","Fireworks","Fireworks",https://www.imdb.com/title/tt0039383/,Short,7.0,20,1947,"Short, Drama, Horror",3047,1969-10-10,"Kenneth Anger",,
11,tt0041998,2014-04-29,2014-06-19,"Bergman often touched female homosexuality, but rarely as overtly as in this early piece.","Thirst","Törst",https://www.imdb.com/title/tt0041998/,Movie,6.5,83,1949,"Drama",3042,1961-07-11,"Ingmar Bergman",,
12,tt0042296,2017-10-10,2017-10-10,"It's a difficult choice to include the first and campiest women in prison flick as it's chock full of Lesbian stereotypes and equals homosexuality with depravity. Still, it is part of history, and after re-watching it after a number of years, I think anyone with an interest in queer film should watch it for an individual opinion.","Caged","Caged",https://www.imdb.com/title/tt0042296/,Movie,7.6,97,1950,"Crime, Drama, Film-Noir",5259,1950-06-10,"John Cromwell",,
13,tt0043084,2013-08-15,2016-10-18,"Jean Genet's only film is the first explicitly homoerotic and was consequently banned from exhibition, most notably in the US in 1966, where it was dismissed as obscene.","Song of Love","Un chant d'amour",https://www.imdb.com/title/tt0043084/,Short,7.5,26,1950,"Short, Drama, Fantasy, Romance",3907,1950,"Jean Genet",,
14,tt0042803,2014-06-19,2014-06-19,"similar to 'Girls in Uniform', but involving more mystery","Olivia","Olivia",https://www.imdb.com/title/tt0042803/,Movie,6.9,88,1951,"Comedy, Drama",923,1951-04-27,"Jacqueline Audry",,
15,tt0046521,2014-06-19,2014-06-19,"While this film is famous for a lot of reasons, it also features the first obvious homosexual hook-up attempt.","I Vitelloni","I vitelloni",https://www.imdb.com/title/tt0046521/,Movie,7.8,104,1953,"Comedy, Drama",22309,1956-11-07,"Federico Fellini",,
16,tt0048545,2013-08-15,2013-08-26,"Many '50s films are said to contain homosexual cyphers as the subject wasn't raised. Sal Mineo as Plato is perhaps most obvious given his real-life homosexuality, but at the time the role made him an idol for (female) teens.","Rebel Without a Cause","Rebel Without a Cause",https://www.imdb.com/title/tt0048545/,Movie,7.6,111,1955,"Drama",101298,1955-10-27,"Nicholas Ray",,
17,tt0049829,2013-10-14,2016-10-18,"interesting for making it clear that in the '50s, being gay was viewed maybe not as the ultimate sin, but an affliction worse than death","Tea and Sympathy","Tea and Sympathy",https://www.imdb.com/title/tt0049829/,Movie,7.3,122,1956,"Drama",3487,1956-10-06,"Vincente Minnelli",,
18,tt0050128,2014-04-29,2016-10-18,"every possible stereotype on homosexuality is exploited here by a disgraced Nazi director desperately craving attention. Still, the aged homosexual luring culturally talented young men into his web of sin is oddly fascinating... John Waters would probably call this the ultimate gay bash 'n trash movie.","Bewildered Youth","Anders als du und ich (§ 175)",https://www.imdb.com/title/tt0050128/,Movie,5.4,91,1957,"Drama",264,1958-05-30,"Veit Harlan",,
19,tt0051964,2016-10-18,2016-10-18,"remake of the 1931 film tones the Lesbian aspect down but is perhaps more cult for Lilli Palmer's performance.","Mädchen in Uniform","Mädchen in Uniform",https://www.imdb.com/title/tt0051964/,Movie,7.0,91,1958,"Drama",1900,1958-11-05,"Géza von Radványi",,
20,tt0053318,2013-10-22,2016-10-18,"while the most overt of Tennessee Williams's stage adaptations in its content owing to Gore Vidal's screenplay, it's the pinnacle of depicting homosexuality as a perverted affliction, and was in fact passed by the MPAA for that very reason.","Suddenly, Last Summer","Suddenly, Last Summer",https://www.imdb.com/title/tt0053318/,Movie,7.5,114,1959,"Drama, Mystery, Thriller",18379,1960-01,"Joseph L. Mankiewicz",,
21,tt0053428,2017-10-04,2017-10-04,"One of French veteran comedy writer Gérard Oury's weaker outings, it does have Brigitte Bardot waltz into a late 50s gay cabaret and could be refreshingly open-minded for the time, but the ending ruins it.","Come Dance with Me!","Voulez-vous danser avec moi?",https://www.imdb.com/title/tt0053428/,Movie,6.3,91,1959,"Comedy, Crime, Drama, Mystery",813,1960-11-07,"Michel Boisrond",,
22,tt0054403,2016-10-18,2016-10-18,"first of many films to focus on Wilde's sodomy conviction, it is surprisingly faithful to the trial's records given the time.","The Trials of Oscar Wilde","The Trials of Oscar Wilde",https://www.imdb.com/title/tt0054403/,Movie,7.1,123,1960,"Biography, Drama, History",1199,1960-05,"Ken Hughes",,
23,tt0054743,2013-08-15,2013-08-26,"William Wyler's remake of his earlier adaptation of Lillian Hellman's play (which erased the homosexual element) marks the first 'A' picture in which gay bashing is portrayed as a social evil - while still holding it to be an affliction.","The Children's Hour","The Children's Hour",https://www.imdb.com/title/tt0054743/,Movie,7.8,108,1961,"Drama, Romance",19743,1961-12-19,"William Wyler",,
24,tt0055506,2013-08-15,2013-08-15,"'kitchen sink' adaptation of Shelagh Delaney's play features the first clearly positive (i.e. non-tragical) depiction of a gay character in his relationship with Rita Tushingham's main protagonist.","A Taste of Honey","A Taste of Honey",https://www.imdb.com/title/tt0055506/,Movie,7.4,101,1961,"Drama",6701,1962-04-30,"Tony Richardson",,
25,tt0055597,2013-08-15,2013-08-15,"first narrative film with homosexuality (with the first use of the actual word) and gay bashing (i. e. blackmail) as the central plot element, with a strong political message towards legalization.","Victim","Victim",https://www.imdb.com/title/tt0055597/,Movie,7.7,100,1961,"Drama",7795,1961-10-11,"Basil Dearden",,
26,tt0055728,2017-10-11,2017-10-11,"A difficult choice to include in this list for me, but if I take Caged, then this one's also a must. It's the first post-war film to show a gay bar, where the climax happens. But ouch - it's an uncomfortable movie to watch for queers. It takes the Fate worse than death approach to a whole new level and doesn't make sense in that regard. It's real-life gay (or bi) Charles Laughton's last film, the production was marred by conflict with real-life homophobe Henry Fonda.","Advise & Consent","Advise & Consent",https://www.imdb.com/title/tt0055728/,Movie,7.7,139,1962,"Drama, Thriller",7870,1962-06-06,"Otto Preminger",,
27,tt0055796,2016-10-18,2016-10-18,"not the first and not the last adaptation but the least ambiguous owing to bisexual Charles Laughton's performance.","Billy Budd","Billy Budd",https://www.imdb.com/title/tt0055796/,Movie,7.8,123,1962,"Adventure, Drama, War",5189,1962-11-12,"Peter Ustinov",,
28,tt0056671,2017-10-04,2017-10-04,"Capucine's last film before The Pink Panther as a bisexual prostitute in a abusive relationship with sugar-mommy Barbara Stanwyck, Jane Fonda as a nymphomaniac and Anne Baxter as a motherly Mexican leave little room for a hapless leading man. It's a bungled adaptation of Nelson Algren's completely different and even more convoluted novel. But it's relatively blameless, leading critics at the time to dismiss the film as lewd. Well, it's camp for sure.","Walk on the Wild Side","Walk on the Wild Side",https://www.imdb.com/title/tt0056671/,Movie,6.7,114,1962,"Drama, Romance",3249,1962-03-17,"Edward Dmytryk",,
29,tt0138329,2013-08-15,2014-06-13,"experimental cross-dressing super-8 movie added to the '1001 films you must watch before you die' list. Personally I don't see why.","Blonde Cobra","Blonde Cobra",https://www.imdb.com/title/tt0138329/,Short,3.0,33,1963,"Short",1047,1963,"Ken Jacobs",,
30,tt0054880,2013-08-15,2016-10-18,"experimental film full of sexual ambiguity seized upon release in a NYC theater and banned for being obscene. Also on '1001 films you must watch before you die' list for whatever reason.","Flaming Creatures","Flaming Creatures",https://www.imdb.com/title/tt0054880/,Short,4.5,45,1963,"Short, Comedy, Drama, Horror",1753,1963-04-29,"Jack Smith",,
31,tt0057244,2016-10-18,2016-10-18,"notwithstanding the misleading title which refers to bike gangs, there is an open gay angle in this kitchen sink classic.","The Leather Boys","The Leather Boys",https://www.imdb.com/title/tt0057244/,Movie,7.1,108,1964,"Drama, Romance",1143,1964-03-08,"Sidney J. Furie",,
32,tt0057960,2014-04-29,2017-10-06,"Oddly, Pasolini's only film in which he directly addresses homosexuality - in a broader context - is this fascinating documentary in which he asks people about their views on sex","Love Meetings","Comizi d'amore",https://www.imdb.com/title/tt0057960/,Movie,7.5,92,1964,"Documentary",2832,1982-07-23,"Pier Paolo Pasolini",,
33,tt0058555,2013-08-15,2014-06-13,"Anger's biker fetish experimental film caused controversy in spite of complete lack of subject matter and led to another obscenity trial, ruled in his favor. That doesn't make it any less non-sequitur.","Scorpio Rising","Scorpio Rising",https://www.imdb.com/title/tt0058555/,Short,6.8,28,1963,"Short, Music",6032,1969-10-10,"Kenneth Anger",,
34,tt0058326,2016-10-18,2017-10-06,"Again a very misleading title (Manji refers to the Buddhist symbol) for perhaps the first openly erotic Lesbian love story.","Swastika","Manji",https://www.imdb.com/title/tt0058326/,Movie,6.8,91,1964,"Drama, Romance",1236,1968,"Yasuzô Masumura",,
35,tt0057842,2013-08-15,2017-10-06,"Adaptation of Roger Peyrefitte's novel features a first gay coming-of-age story featuring actual minors. Peyrefitte met his longtime companion on the set who was one of the extras (and 12 years old at the time).","This Special Friendship","Les amitiés particulières",https://www.imdb.com/title/tt0057842/,Movie,7.6,99,1964,"Drama, Romance",3235,1964-09-04,"Jean Delannoy",,
36,tt0062016,2014-04-29,2017-10-06,"Primitive like most of Warhol's films, this one is probably the most contemporarily significant as it points out how long many gay assets and clichés have been around.","My Hustler","My Hustler",https://www.imdb.com/title/tt0062016/,Movie,6.1,79,1965,"Drama",368,1965-10,"Andy Warhol, Chuck Wein",,
37,tt0232954,2013-11-29,2017-10-06,"Low-budget gay romance was lightyears ahead of its time and the first Canadian film invited to Cannes","Winter Kept Us Warm","Winter Kept Us Warm",https://www.imdb.com/title/tt0232954/,Movie,6.9,81,1965,"Drama, Romance",215,1968-02-08,"David Secter",,
38,tt0059919,2017-10-04,2017-10-04,"A Lesbian relationship is at the center of Shinoda's elegant Kawabata adaptation, meant to be symbolic rather than realistic. Still, compared to Hollywood at the time it's very daring.","With Beauty and Sorrow","Utsukushisa to kanashimi to",https://www.imdb.com/title/tt0059919/,Movie,6.7,106,1965,"Drama, Romance",372,1965-02-28,"Masahiro Shinoda",,
39,tt0060891,2017-10-06,2017-10-06,"A scathing portrayal of women's status in the 18th century and Rivette's most accessible film. The Lesbian mother superior played by Liselotte Pulver (most famous as James Cagney's secretary in One Two Three) is a fate worse than death character, but convincingly so given Diderot's scandalous enlightenment novel. It's not really sympathetic to homosexuality but rather depicts Lesbianism as an inevitable result of confinement. The film was forbidden right after its Cannes premiere on the grounds of hurting the sentiments of the Catholic population, and only released a year later in altered form.","The Nun","La religieuse",https://www.imdb.com/title/tt0060891/,Movie,7.5,134,1966,"Drama",3430,1971-07-08,"Jacques Rivette",,
40,tt0060574,2013-10-03,2013-10-03,"I'm at odds whether one can truly call this adaptation of Robert Musil's novella gay-related, it's more of a social portrait (read my review if you like), but it does highlight the psychological association of homosexual acts with (criminal) degeneration, and shows where this misconception may have originated.","Young Törless","Der junge Törless",https://www.imdb.com/title/tt0060574/,Movie,7.2,87,1966,"Drama",2811,1968-07-22,"Volker Schlöndorff",,
41,tt0061403,2016-10-18,2017-10-06,"I'm not quite sure if one could count any of Warhol / Morrissey's outings as LGBT. They're usually ramblings of not particularly sympathetic narcissists, and this one's no exception. It does have some queer background talk ripe with stereotypes, but maybe that's just how the New York scene was just then.","Bike Boy","Bike Boy",https://www.imdb.com/title/tt0061403/,Movie,6.7,96,1967,"Drama",131,1967-10-05,"Andy Warhol",,
42,tt0144304,2014-04-29,2017-10-06,"Very obscure Brazilian one-of-a-kind supernatural social witchhunt drama is a very elegant allegory on perhaps less homosexuals as social outcasts - even though that does figure - but more the tendency to incriminate difference in general.","The Boy and the Wind","O Menino e o Vento",https://www.imdb.com/title/tt0144304/,Movie,7.8,104,1967,"Drama, Mystery",244,1967-08-21,"Carlos Hugo Christensen",,
43,tt0062990,2014-04-29,2017-10-06,"Made in the year the production code was abandoned, thus it's the first Anglophone film with masturbation and a detailed description of rape. A Bergmanesque character study which flirts with being a thriller. The ending prevents it from being a Lesbian love story.","The Fox","The Fox",https://www.imdb.com/title/tt0062990/,Movie,6.5,110,1967,"Drama",1397,1968-02-07,"Mark Rydell",,
44,tt0062144,2013-08-15,2014-06-13,"Shirley Clarke's famous monologue of a gay black hustler could be called the first gay-themed documentary. Albeit simple, it's definitely superior to Warhol's films of the period.","Portrait of Jason","Portrait of Jason",https://www.imdb.com/title/tt0062144/,Movie,7.0,105,1967,"Documentary, Biography",1579,1967-09-29,"Shirley Clarke",,
45,tt0063462,2013-10-03,2017-10-06,"Can be seen as 'anti-gay' because of the stereotypes, but then again Mel Brooks is all about stereotypes, and everyone gets roasted it his most famous film. As ludicrous as the gay characters may seem, they're proud and out and therefore a progress to the self-loathing gay characters up to then.","The Producers","The Producers",https://www.imdb.com/title/tt0063462/,Movie,7.5,88,1967,"Comedy, Music",63221,1968-11-10,"Mel Brooks",,
46,tt0062185,2013-08-15,2017-10-06,"Adaptation of Carson McCullers 1941 novel doesn't really succeed in dealing with the topic of repressed homosexuality as overtly as the novel does, but makes for interesting (i.e. odd) viewing since it tries so desperately to conceal what the story is all about.","Reflections in a Golden Eye","Reflections in a Golden Eye",https://www.imdb.com/title/tt0062185/,Movie,6.7,108,1967,"Drama, Romance, Thriller",8588,1967-10-13,"John Huston",,
47,tt0062728,2014-04-29,2017-10-06,"Menage à trois between two women and a man is, like so much of Chabrol, sensationalist and perfectly photographed. Of course, the female couple is bi instead of Lesbian, and share and compete for the same man... a dirty old man's fantasy but stylish to the hilt.","Les Biches","Les biches",https://www.imdb.com/title/tt0062728/,Movie,6.9,100,1968,"Drama",3719,1968-09-26,"Claude Chabrol",,
48,tt0063203,2016-10-18,2017-10-06,"Camp classic starring writer Yukio Mishima's drag queen lover Akihiro Maruyama as the femme fatale cat burglar.","Black Lizard","Kuro tokage",https://www.imdb.com/title/tt0063203/,Movie,6.9,86,1968,"Comedy, Crime, Fantasy, Horror, Mystery, Romance, Thriller",722,1969-07,"Kinji Fukasaku",,
49,tt0062883,2014-04-29,2017-10-06,"Most gays will find the equation of corruption and homosexuality this film insinuates revolting, but it's a good look at the contemporary scene and how closeted and cliché everything was in Stonewall year.","The Detective","The Detective",https://www.imdb.com/title/tt0062883/,Movie,6.5,114,1968,"Crime, Drama, Thriller",4392,1968-05-28,"Gordon Douglas",,
50,tt0062979,2013-09-07,2017-10-06,"Not a gay-themed film per se, it's often included in anthologies owing to lots of full frontal nudity, a background of hustlers, and a scene involving the conversation of two drag queens. It is, however, 8mm quality, badly edited and barely watchable.","Flesh","Flesh",https://www.imdb.com/title/tt0062979/,Movie,5.7,89,1968,"Drama",2702,1970-05-27,"Paul Morrissey",,
51,tt0062461,2016-10-18,2017-10-06,"Not as overt as the novel but close enough in terms of the two male lead's relationship, surprising considering the historical setting.","Gates to Paradise","Gates to Paradise",https://www.imdb.com/title/tt0062461/,Movie,6.1,89,1968,"Drama",251,1968-06,"Andrzej Wajda",,
52,tt0063185,2013-08-15,2013-08-26,"Robert Aldrich's adaptation of Frank Marcus' play is the first unmitigated look at a Lesbian relationship, albeit unfortunately taking an inevitably tragic turn.","The Killing of Sister George","The Killing of Sister George",https://www.imdb.com/title/tt0063185/,Movie,7.0,138,1968,"Drama",2700,1968-12-16,"Robert Aldrich",,
53,tt0063236,2016-10-18,2017-10-06,"Again, not really LGBT in my opinion but most people would probably consider it so. Again, it seems to me a rather unsympathetic display of exhibitionism by a bunch of addicts and naive pretty faces.","Lonesome Cowboys","Lonesome Cowboys",https://www.imdb.com/title/tt0063236/,Movie,5.2,109,1968,"Comedy, Crime, Drama, Western",608,1971-05-12,"Andy Warhol, Paul Morrissey",,
54,tt0063585,2016-10-18,2017-10-06,"Finally got to see it. Features a great performance by Rod Steiger as a  but unfortunately also a rather weak script.","The Sergeant","The Sergeant",https://www.imdb.com/title/tt0063585/,Movie,6.6,108,1968,"Drama",739,1968-12-25,"John Flynn",,
55,tt0063678,2013-08-26,2017-10-06,"While Pasolini never directed a truly gay-themed film in spite of his homosexuality - which would have been impossible in Italy - many of his films have allusions, this one being the most obvious.","Teorema","Teorema",https://www.imdb.com/title/tt0063678/,Movie,7.0,98,1968,"Drama, Mystery",16210,1968-11-27,"Pier Paolo Pasolini",,
56,tt0064556,2016-10-18,2017-10-06,"Second film starring Akihiro Maruyama as a femme fatale and perhaps the most ravishing portrayal of a drag queen (whose real sex is never mentioned) becoming total ruler of all men unfortunate enough to meet her.","Black Rose","Kuro bara no yakata",https://www.imdb.com/title/tt0064556/,Movie,6.0,90,1969,"Drama",262,1969-07-30,"Kinji Fukasaku",,
57,tt0064940,2016-10-18,2017-10-06,"Chock full of gay allusions but uses those as a cheap shock element, therefore considered one of Fellini's few duds.","Fellini - Satyricon","Fellini - Satyricon",https://www.imdb.com/title/tt0064940/,Movie,6.8,129,1969,"Drama, Fantasy",17807,1970-03-11,"Federico Fellini",,
58,tt0064068,2013-08-15,2017-10-06,"First Trans-themed film instrumental to establishing an identity for Tokyo's gay underground in the '60s - i.e. the longest-running gay mag was called 'barazoku' = rose tribe, a long-standing synonym for gays.","Funeral Parade of Roses","Bara no sôretsu",https://www.imdb.com/title/tt0064068/,Movie,7.7,105,1969,"Drama",7984,1970-10-29,"Toshio Matsumoto",,
59,tt0064363,2013-08-15,2017-10-06,"Rather silly romantic comedy with a gay angle and every imaginable stereotype, it's still somewhat interesting for real-life gay Michael Greer's landlord queen and a surprise ending.","The Gay Deceivers","The Gay Deceivers",https://www.imdb.com/title/tt0064363/,Movie,5.9,97,1969,"Comedy",1012,1971-04-08,"Bruce Kessler",,
60,tt0064507,2014-04-29,2017-10-06,"One of the first New German Cinema films and also the first one to address the subject of gay discrimination.","Hunting Scenes from Bavaria","Jagdszenen aus Niederbayern",https://www.imdb.com/title/tt0064507/,Movie,7.3,88,1969,"Drama, Horror",811,1969-05-29,"Peter Fleischmann",,
61,tt0064665,2013-08-15,2017-10-06,"Oscar-winning hustler portrait with gay subtext strong enough to earn the film an 'X' rating, prompting the MPAA to modify its standards. Its gay angle is so-so owing to the self-loathing aspect of Hoffman's character.","Midnight Cowboy","Midnight Cowboy",https://www.imdb.com/title/tt0064665/,Movie,7.8,113,1969,"Drama",127727,1969-05-25,"John Schlesinger",,
62,tt0065031,2013-08-15,2017-10-06,"Mostly vilified for its rampant display of stereotypes, but it's a captivating, if at times horrifying, experience for Burton's and Harrison's attempts at mimicking a relationship.","Staircase","Staircase",https://www.imdb.com/title/tt0065031/,Movie,5.3,96,1969,"Comedy, Drama, Romance",998,1969-08-20,"Stanley Donen",,
63,tt0066579,2013-08-15,2013-08-26,"Ken Russell's confusing D.H. Lawrence adaptation highlights the relationship between the male leads, the film's most controversial scene contained the first mainstream shots of male genitalia.","Women in Love","Women in Love",https://www.imdb.com/title/tt0066579/,Movie,7.1,131,1969,"Drama, Romance",9432,1970-03-25,"Ken Russell",,
64,tt0065488,2013-08-15,2013-08-15,"first film with exclusively gay protagonists is widely considered a milestone in queer cinema, still looks fresh in terms of physical language and banter, and underscores how much of a social development there has been since.","The Boys in the Band","The Boys in the Band",https://www.imdb.com/title/tt0065488/,Movie,7.6,120,1970,"Drama",6274,1970-03-17,"William Friedkin",,
65,tt0065700,2013-08-26,2014-05-01,"mellowed down version of Joe Orton's famous play, but interesting (in an unpleasant way) for its queasy approach","Entertaining Mr Sloane","Entertaining Mr Sloane",https://www.imdb.com/title/tt0065700/,Movie,6.4,94,1970,"Comedy, Crime, Thriller",800,1970,"Douglas Hickox",,
66,tt0066109,2014-01-15,2014-06-13,"often reviled for its idiosyncratic focus on the self-loathing aspect of Tchaikovsky's homosexuality (and how it drives his wife into nymphomaniac insanity), it still has Richard Chamberlain in his only gay-themed role.","The Music Lovers","The Music Lovers",https://www.imdb.com/title/tt0066109/,Movie,7.2,123,1971,"Biography, Comedy, Drama, Music",3350,1971-02-17,"Ken Russell",,
67,tt0066115,2014-04-29,2014-06-13,"drivel with the tenacity to make one of the first male rape scenes in film one giant joke, still interesting to watch for the stereotypes and plot subtexts. And of course there's Welch as a glamour-obsessed post-op trans. Trashy but essential.","Myra Breckinridge","Myra Breckinridge",https://www.imdb.com/title/tt0066115/,Movie,4.5,94,1970,"Comedy",3632,1970-06-24,"Michael Sarne",,
68,tt0066392,2013-08-26,2014-05-01,"involves (once again) a manipulative bisexual young man sneaking his way into the upper class by sex - portraying homosexuality as high society depravity. Interesting because it feels so anachronistic.","Something for Everyone","Something for Everyone",https://www.imdb.com/title/tt0066392/,Movie,7.0,112,1970,"Comedy, Crime, Drama",1186,1971-04-29,"Harold Prince",,
69,tt0067690,2016-10-27,2016-10-27,"The Lesbian vampire shtick is of course clearly exploitative and hardly an expression of sexual liberation, but this particular film is heavily symbolic and easily the classiest of the genre.","Daughters of Darkness","Les lèvres rouges",https://www.imdb.com/title/tt0067690/,Movie,6.5,87,1971,"Horror",7603,1971-10-22,"Harry Kümel",,
70,tt0067445,2013-08-15,2013-10-03,"Visconti's adaptation is arguably the most artistic rendition of Platonic homo-eroticism. Read Björn Andresen's remarks on the shoot on the title page, though - it wasn't easy to be the boy who played Tadzio.","Death in Venice","Morte a Venezia",https://www.imdb.com/title/tt0067445/,Movie,7.3,130,1971,"Drama, Romance",24071,1971-06-01,"Luchino Visconti",,
71,tt0065622,2014-01-15,2014-01-15,"features one humoristic gay-themed episode, but as always Pasolini carefully avoids any realistic approach to the subject.","The Decameron","Il Decameron",https://www.imdb.com/title/tt0065622/,Movie,7.0,111,1971,"Comedy, Drama, History, Romance",13177,1971-10-29,"Pier Paolo Pasolini",,
72,tt0067112,2013-08-15,2014-05-01,"adaptation of John Herbert's play with strong homoerotic (rape) imagery and a great Michael Greer as prison 'Queeny' - a part which might have inspired the Rocky Horror Picture Show","Fortune and Men's Eyes","Fortune and Men's Eyes",https://www.imdb.com/title/tt0067112/,Movie,6.6,102,1971,"Drama",602,1971-06-15,"Harvey Hart, Jules Schwerin",,
73,tt0065393,2013-08-15,2014-06-13,"naturalistic description of a man-boy relationship which could be interpreted as disturbing these days, but in the 70s sensitivities were obviously different - that's probably pretty much what it was like, and - who knows? - still is in conservative societies.","Les amis","Les amis",https://www.imdb.com/title/tt0065393/,Movie,7.0,93,1971,"Drama",243,1971-11-10,"Gérard Blain",,
74,tt0066136,2013-08-15,2014-06-13,"Rosa von Praunheim's first and most famous take on gay life in West Germany just after it was decriminalized; the narrative text is still the most poignant critique of gay life after four decades - for that you'll have to forgive abysmal acting. His autobiography 'Sex and Career', which has much of the narrative script, is better.","It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives","Nicht der Homosexuelle ist pervers, sondern die Situation, in der er lebt",https://www.imdb.com/title/tt0066136/,Movie,6.6,67,1971,"Documentary, Drama",625,1977-11-24,"Rosa von Praunheim",,
75,tt0198360,2014-04-29,2014-04-29,"adaptation of one of those Latin American family chronicles which make such good reads, it's remarkable for portraying its gay characters as integral personalities rather than stereotypes (although there's a good deal of flamboyance)","The Murdered House","A Casa Assassinada",https://www.imdb.com/title/tt0198360/,Movie,7.2,103,1971,"Drama",157,1971-02-21,"Paulo César Saraceni",,
76,tt0067580,2013-08-15,2013-08-15,"Bidgood's glamour kitsch celebrating male beauty had a lasting influence on gay art, especially the photographers Pierre et Gilles.","Pink Narcissus","Pink Narcissus",https://www.imdb.com/title/tt0067580/,Movie,6.6,65,1971,"Drama, Fantasy",1805,1974-10-16,"James Bidgood",,
77,tt0067771,2016-10-27,2016-10-27,"bit of a time travel experience available on Youtube","Some of My Best Friends Are...","Some of My Best Friends Are...",https://www.imdb.com/title/tt0067771/,Movie,5.9,110,1971,"Drama",429,1971-10-27,"Mervyn Nelson",,
78,tt0067805,2013-08-15,2013-08-15,"love triangle with a successful, less tragical gay character than in Schlesinger's previous film 'Midnight Cowboy'.","Sunday Bloody Sunday","Sunday Bloody Sunday",https://www.imdb.com/title/tt0067805/,Movie,6.9,110,1971,"Drama",7609,1971-09-21,"John Schlesinger",,
79,tt0067952,2013-11-29,2014-05-01,"many people know of Burton's gay performance in 'Staircase', fewer know of his portrayal of a sadistic gay gangster. It's a horror show of clichés, yet oddly fascinates because of the abusive relation the principal characters have.","Villain","Villain",https://www.imdb.com/title/tt0067952/,Movie,6.5,98,1971,"Crime, Drama, Thriller",2235,1971-09-22,"Michael Tuchner",,
80,tt0068278,2013-08-15,2013-08-15,"Fassbender's Lesbian love story could be criticized for a good deal of self-loathing, but artistically it's one of his best.","The Bitter Tears of Petra von Kant","Die bitteren Tränen der Petra von Kant",https://www.imdb.com/title/tt0068278/,Movie,7.5,124,1972,"Drama, Romance",11959,1972-10-05,"Rainer Werner Fassbinder",,
