"Position","Const","Created","Modified","Description","Title","Original.Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","Your.Rating","Date.Rated"
133,"tt4975722","2018-08-08","2018-08-08","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins","",""
134,"tt1714210","2018-08-08","2018-08-08","","Weekend","Weekend","https://www.imdb.com/title/tt1714210/","Movie","7.6","97","2011","Drama, Romance","33933","2011-11-04","Andrew Haigh","",""
135,"tt0248845","2018-08-08","2018-08-08","","Hedwig and the Angry Inch","Hedwig and the Angry Inch","https://www.imdb.com/title/tt0248845/","Movie","7.7","95","2001","Comedy, Drama, Music, Musical","38532","2001-08-31","John Cameron Mitchell","",""
136,"tt0069089","2018-08-08","2018-08-08","","Pink Flamingos","Pink Flamingos","https://www.imdb.com/title/tt0069089/","Movie","6.0","93","1972","Comedy, Crime","29884","1976-03-31","John Waters","",""
137,"tt0027545","2018-08-08","2018-08-08","","Dracula's Daughter","Dracula's Daughter","https://www.imdb.com/title/tt0027545/","Movie","6.3","71","1936","Drama, Fantasy, Horror","8710","1936-05-11","Lambert Hillyer","",""
138,"tt0402406","2018-08-08","2018-08-08","","The Nomi Song","The Nomi Song","https://www.imdb.com/title/tt0402406/","Movie","7.4","98","2004","Documentary, Biography, Music","1141","2005-03-24","Andrew Horn","",""
139,"tt2124803","2018-08-08","2018-08-08","","How to Survive a Plague","How to Survive a Plague","https://www.imdb.com/title/tt2124803/","Movie","7.6","110","2012","Documentary, History, News","4469","2013-11-08","David France","",""
140,"tt2235902","2018-08-08","2018-08-08","","Geography Club","Geography Club","https://www.imdb.com/title/tt2235902/","Movie","6.5","84","2013","Comedy, Drama","6554","2014-02-05","Gary Entin","",""
141,"tt0141716","2018-08-08","2018-08-08","","Party Monster","Party Monster","https://www.imdb.com/title/tt0141716/","Movie","7.2","57","1998","Documentary, Biography","1808","1999-02-12","Fenton Bailey, Randy Barbato","",""
142,"tt2570858","2018-08-08","2018-08-08","","The Duke of Burgundy","The Duke of Burgundy","https://www.imdb.com/title/tt2570858/","Movie","6.5","104","2014","Drama, Romance","14957","2015-01-23","Peter Strickland","",""
143,"tt5726616","2018-08-08","2018-08-08","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
144,"tt4958390","2018-08-08","2018-08-08","","Who the Fuck Is That Guy? The Fabulous Journey of Michael Alago","Who the Fuck Is That Guy? The Fabulous Journey of Michael Alago","https://www.imdb.com/title/tt4958390/","Movie","6.3","85","2017","Documentary, Music","573","2017-07-21","Drew Stone","",""
145,"tt5635086","2018-08-08","2018-08-08","","God's Own Country","God's Own Country","https://www.imdb.com/title/tt5635086/","Movie","7.6","104","2017","Drama, Romance","38692","2017-08-24","Francis Lee","",""
146,"tt5164432","2018-08-08","2018-08-08","","Love, Simon","Love, Simon","https://www.imdb.com/title/tt5164432/","Movie","7.5","110","2018","Comedy, Drama, Romance","131268","2018-03-16","Greg Berlanti","",""
147,"tt2379082","2018-08-08","2018-08-08","","Monster Pies","Monster Pies","https://www.imdb.com/title/tt2379082/","Movie","6.6","85","2013","Drama, Romance","3337","2013-04","Lee Galea","",""
148,"tt0367027","2018-08-08","2018-08-08","","Shortbus","Shortbus","https://www.imdb.com/title/tt0367027/","Movie","6.4","101","2006","Comedy, Drama, Romance","36498","2006-10-20","John Cameron Mitchell","",""
149,"tt0320244","2018-08-08","2018-08-08","","Party Monster","Party Monster","https://www.imdb.com/title/tt0320244/","Movie","6.2","98","2003","Biography, Crime, Drama, Thriller","17851","2003-10-17","Fenton Bailey, Randy Barbato","",""
150,"tt2560102","2018-08-08","2018-08-08","","Lilting","Lilting","https://www.imdb.com/title/tt2560102/","Movie","7.2","91","2014","Drama, Romance","6756","2014-08-08","Hong Khaou","",""
151,"tt1073510","2018-08-08","2018-08-08","","Prayers for Bobby","Prayers for Bobby","https://www.imdb.com/title/tt1073510/","TV Movie","8.0","90","2009","Biography, Drama, Romance","18733","2009-01-24","Russell Mulcahy","",""
152,"tt1013753","2018-08-08","2018-08-08","","Milk","Milk","https://www.imdb.com/title/tt1013753/","Movie","7.5","128","2008","Biography, Drama, History","183486","2009-01-30","Gus Van Sant","",""
153,"tt0084565","2018-08-08","2018-08-08","","Querelle","Querelle","https://www.imdb.com/title/tt0084565/","Movie","6.6","108","1982","Drama","8243","1982-09-08","Rainer Werner Fassbinder","",""
154,"tt0492487","2018-08-08","2018-08-08","","Small Town Gay Bar","Small Town Gay Bar","https://www.imdb.com/title/tt0492487/","Movie","7.1","76","2006","Documentary","1189","2006-01","Malcolm Ingram","",""
155,"tt3638396","2018-08-08","2018-08-08","","Closet Monster","Closet Monster","https://www.imdb.com/title/tt3638396/","Movie","7.0","90","2015","Drama, Fantasy, Mystery","9550","2016-05-27","Stephen Dunn","",""
156,"tt0790636","2018-08-08","2018-08-08","","Dallas Buyers Club","Dallas Buyers Club","https://www.imdb.com/title/tt0790636/","Movie","7.9","117","2013","Biography, Drama","537394","2013-11-22","Jean-Marc Vallée","",""
157,"tt3156530","2018-08-08","2018-08-08","","Out in the Line-up","Out in the Line-up","https://www.imdb.com/title/tt3156530/","Movie","7.0","69","2014","Documentary, Adventure, Drama, Sport","133","2014-06-27","Ian W. Thomson","",""
158,"tt5648966","2018-08-08","2018-08-08","","Growing Up Coy","Growing Up Coy","https://www.imdb.com/title/tt5648966/","Movie","6.1","83","2016","Documentary","400","2016-06-16","Eric Juhola","",""
159,"tt1424797","2018-08-08","2018-08-08","","I Killed My Mother","J'ai tué ma mère","https://www.imdb.com/title/tt1424797/","Movie","7.4","96","2009","Drama, Romance","32179","2009-07-15","Xavier Dolan","",""
160,"tt0115640","2018-08-08","2018-08-08","","Beautiful Thing","Beautiful Thing","https://www.imdb.com/title/tt0115640/","Movie","7.6","90","1996","Comedy, Drama, Romance","26752","1996-10-09","Hettie Macdonald","",""
161,"tt0334754","2018-08-08","2018-08-08","","Yossi & Jagger","Yossi & Jagger","https://www.imdb.com/title/tt0334754/","Movie","7.1","65","2002","Drama, History, Romance, War","7828","2002-08-01","Eytan Fox","",""
162,"tt2801746","2018-08-08","2018-08-08","","Hawaii","Hawaii","https://www.imdb.com/title/tt2801746/","Movie","7.2","102","2013","Drama, Romance","6092","2013-11-07","Marco Berger","",""
163,"tt3824458","2018-08-08","2018-08-08","","Tangerine","Tangerine","https://www.imdb.com/title/tt3824458/","Movie","7.1","88","2015","Comedy, Crime, Drama","41070","2015-07-10","Sean Baker","",""
164,"tt2617828","2018-08-08","2018-08-08","","Free Fall","Freier Fall","https://www.imdb.com/title/tt2617828/","Movie","7.5","97","2013","Drama, Romance","23752","2013-05-23","Stephan Lacant","",""
165,"tt6538102","2018-08-08","2018-08-08","","Forbidden Games: The Justin Fashanu Story","Forbidden Games: The Justin Fashanu Story","https://www.imdb.com/title/tt6538102/","Movie","6.6","80","2017","Documentary, Sport","403","2017-10-06","Jon Carey, Adam Darke","",""
166,"tt2084970","2018-08-08","2018-08-08","","The Imitation Game","The Imitation Game","https://www.imdb.com/title/tt2084970/","Movie","8.0","114","2014","Biography, Drama, Thriller, War","857735","2014-12-25","Morten Tyldum","",""
167,"tt0434409","2018-08-08","2018-08-08","","V for Vendetta","V for Vendetta","https://www.imdb.com/title/tt0434409/","Movie","8.1","132","2005","Action, Drama, Sci-Fi, Thriller","1221045","2006-03-17","James McTeigue","",""
168,"tt4982250","2018-08-08","2018-08-08","","Oriented","Oriented","https://www.imdb.com/title/tt4982250/","Movie","6.7","86","2015","Documentary","551","2016-06-21","Jake Witzenfeld","",""
169,"tt5089534","2018-08-08","2018-08-08","","Freak Show","Freak Show","https://www.imdb.com/title/tt5089534/","Movie","6.5","91","2017","Comedy, Drama","4679","2018-01-12","Trudie Styler","",""
170,"tt1934269","2018-08-08","2018-08-08","","Yossi","Yossi","https://www.imdb.com/title/tt1934269/","Movie","7.0","84","2012","Drama, Romance","3347","2012-05-17","Eytan Fox","",""
171,"tt1356790","2018-08-08","2018-08-08","","I Am Divine","I Am Divine","https://www.imdb.com/title/tt1356790/","Movie","7.5","90","2013","Documentary","3206","2014-04-01","Jeffrey Schwarz","",""
172,"tt0112651","2018-08-08","2018-08-08","","The Celluloid Closet","The Celluloid Closet","https://www.imdb.com/title/tt0112651/","Movie","7.8","102","1995","Documentary, History","7788","1996-03-15","Rob Epstein, Jeffrey Friedman","",""
173,"tt5460880","2018-08-08","2018-08-08","","Ideal Home","Ideal Home","https://www.imdb.com/title/tt5460880/","Movie","6.4","91","2018","Comedy, Drama","12005","2018-07-05","Andrew Fleming","",""
174,"tt1684226","2018-08-08","2018-08-08","","The Normal Heart","The Normal Heart","https://www.imdb.com/title/tt1684226/","TV Movie","7.9","132","2014","Biography, Drama, History, Romance","38894","2014-05-25","Ryan Murphy","",""
175,"tt2397535","2018-08-08","2018-08-08","","Predestination","Predestination","https://www.imdb.com/title/tt2397535/","Movie","7.4","97","2014","Action, Drama, Sci-Fi, Thriller","324586","2015-01-09","Michael Spierig, Peter Spierig","",""
176,"tt2321549","2018-08-08","2018-08-08","","The Babadook","The Babadook","https://www.imdb.com/title/tt2321549/","Movie","6.8","94","2014","Drama, Horror, Mystery","262665","2014-11-28","Jennifer Kent","",""
177,"tt0073629","2018-08-08","2018-08-08","","The Rocky Horror Picture Show","The Rocky Horror Picture Show","https://www.imdb.com/title/tt0073629/","Movie","7.4","100","1975","Comedy, Horror, Musical","176121","1975-12-18","Jim Sharman","",""
178,"tt0083067","2018-08-08","2018-08-08","","Shock Treatment","Shock Treatment","https://www.imdb.com/title/tt0083067/","Movie","5.7","94","1981","Comedy, Musical","5683","1981-10-30","Jim Sharman","",""
179,"tt0842926","2018-08-08","2018-08-08","","The Kids Are All Right","The Kids Are All Right","https://www.imdb.com/title/tt0842926/","Movie","7.0","106","2010","Comedy, Drama, Romance","136366","2010-07-30","Lisa Cholodenko","",""
180,"tt0107818","2018-08-08","2018-08-08","","Philadelphia","Philadelphia","https://www.imdb.com/title/tt0107818/","Movie","7.7","125","1993","Drama","268088","1994-01-14","Jonathan Demme","",""
181,"tt3169706","2018-08-08","2018-08-08","","Pride","Pride","https://www.imdb.com/title/tt3169706/","Movie","7.8","119","2014","Biography, Comedy, Drama, History, Romance","63935","2014-09-12","Matthew Warchus","",""
182,"tt1291580","2018-08-08","2018-08-08","","Behind the Candelabra","Behind the Candelabra","https://www.imdb.com/title/tt1291580/","Movie","7.0","118","2013","Biography, Drama, Music, Romance","46592","2013-05-26","Steven Soderbergh","",""
183,"tt0171804","2018-08-08","2018-08-08","","Boys Don't Cry","Boys Don't Cry","https://www.imdb.com/title/tt0171804/","Movie","7.5","118","1999","Biography, Crime, Drama, Romance","106289","2000-03-31","Kimberly Peirce","",""
184,"tt0382189","2018-08-08","2018-08-08","","My Summer of Love","My Summer of Love","https://www.imdb.com/title/tt0382189/","Movie","6.7","86","2004","Drama, Romance","22457","2005-07-01","Pawel Pawlikowski","",""
185,"tt4270516","2018-08-08","2018-08-08","","Grandma","Grandma","https://www.imdb.com/title/tt4270516/","Movie","6.7","79","2015","Comedy, Drama","17510","2015-09-18","Paul Weitz","",""
186,"tt0166924","2018-08-08","2018-08-08","","Mulholland Drive","Mulholland Dr.","https://www.imdb.com/title/tt0166924/","Movie","7.9","147","2001","Drama, Mystery, Thriller","411017","2001-10-19","David Lynch","",""
187,"tt3978720","2018-08-08","2018-08-08","","4th Man Out","Fourth Man Out","https://www.imdb.com/title/tt3978720/","Movie","6.7","86","2015","Comedy, Drama","11206","2016-02-05","Andrew Nackman","",""
188,"tt1315981","2018-08-08","2018-08-08","","A Single Man","A Single Man","https://www.imdb.com/title/tt1315981/","Movie","7.5","99","2009","Drama, Romance, Thriller","120609","2010-02-05","Tom Ford","",""
189,"tt0274558","2018-08-08","2018-08-08","","The Hours","The Hours","https://www.imdb.com/title/tt0274558/","Movie","7.5","110","2002","Drama, Romance","144776","2003-02-14","Stephen Daldry","",""
190,"tt0109045","2018-08-08","2018-08-08","","The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert","https://www.imdb.com/title/tt0109045/","Movie","7.5","104","1994","Comedy, Music","58801","1994-08-10","Stephan Elliott","",""
191,"tt0297884","2018-08-08","2018-08-08","","Far from Heaven","Far from Heaven","https://www.imdb.com/title/tt0297884/","Movie","7.3","107","2002","Drama, Romance","50676","2003-01-10","Todd Haynes","",""
192,"tt0118698","2018-08-08","2018-08-08","","Bent","Bent","https://www.imdb.com/title/tt0118698/","Movie","7.1","105","1997","Drama, History, Romance, War","9160","1997-11-26","Sean Mathias","",""
193,"tt1995329","2018-08-08","2018-08-08","","I Want Your Love","I Want Your Love","https://www.imdb.com/title/tt1995329/","Movie","5.2","71","2012","Drama, Romance","1489","2013-04-11","Travis Mathews","",""
194,"tt0324013","2018-08-08","2018-08-08","","Soldier's Girl","Soldier's Girl","https://www.imdb.com/title/tt0324013/","TV Movie","7.8","112","2003","Biography, Crime, Drama, Romance","7480","2003-05-31","Frank Pierson","",""
195,"tt0116102","2018-08-08","2018-08-08","","Different for Girls","Different for Girls","https://www.imdb.com/title/tt0116102/","Movie","7.0","92","1996","Comedy, Drama, Romance","2093","1997-09-12","Richard Spence","",""
196,"tt0407265","2018-08-08","2018-08-08","","Transamerica","Transamerica","https://www.imdb.com/title/tt0407265/","Movie","7.3","103","2005","Adventure, Comedy, Drama","42981","2006-03-03","Duncan Tucker","",""
197,"tt0100332","2018-08-08","2018-08-08","","Paris Is Burning","Paris Is Burning","https://www.imdb.com/title/tt0100332/","Movie","8.2","78","1990","Documentary","19876","1991-08","Jennie Livingston","",""
198,"tt1523483","2018-08-08","2018-08-08","","Kaboom","Kaboom","https://www.imdb.com/title/tt1523483/","Movie","5.7","86","2010","Comedy, Mystery, Romance, Sci-Fi, Thriller","14201","2010-10-06","Gregg Araki","",""
199,"tt0080569","2018-08-08","2018-08-08","","Cruising","Cruising","https://www.imdb.com/title/tt0080569/","Movie","6.5","102","1980","Crime, Drama, Mystery, Thriller","30606","1980-02-15","William Friedkin","",""
200,"tt1659337","2018-08-08","2018-08-08","","The Perks of Being a Wallflower","The Perks of Being a Wallflower","https://www.imdb.com/title/tt1659337/","Movie","7.9","103","2012","Drama","574940","2012-10-12","Stephen Chbosky","",""
201,"tt1288571","2018-08-08","2018-08-08","","Shank","Shank","https://www.imdb.com/title/tt1288571/","Movie","6.2","94","2009","Drama","2755","2009-09-11","Simon Pearce, Christian Martin","",""
202,"tt2555302","2018-08-08","2018-08-08","","Matt Shepard Is a Friend of Mine","Matt Shepard Is a Friend of Mine","https://www.imdb.com/title/tt2555302/","Movie","7.6","89","2014","Documentary, Biography, History","1619","2015-02-06","Michele Josue","",""
203,"tt1712573","2018-09-16","2018-09-16","","Strapped","Strapped","https://www.imdb.com/title/tt1712573/","Movie","6.8","95","2010","Drama, Romance","2996","2011-04-01","Joseph Graham","",""
204,"tt0478126","2018-10-07","2018-10-07","","Cthulhu","Cthulhu","https://www.imdb.com/title/tt0478126/","Movie","4.5","100","2007","Drama, Horror, Thriller","2380","2019-12-11","Dan Gildark","",""
205,"tt2431286","2019-02-06","2019-02-06","","Philomena","Philomena","https://www.imdb.com/title/tt2431286/","Movie","7.6","98","2013","Biography, Comedy, Drama","105978","2013-11-27","Stephen Frears","",""
206,"tt4595882","2019-02-10","2019-02-10","","Can You Ever Forgive Me?","Can You Ever Forgive Me?","https://www.imdb.com/title/tt4595882/","Movie","7.1","106","2018","Biography, Comedy, Crime, Drama","57833","2018-11-02","Marielle Heller","",""
207,"tt5083738","2019-02-17","2019-02-17","","The Favourite","The Favourite","https://www.imdb.com/title/tt5083738/","Movie","7.5","119","2018","Biography, Comedy, Drama, History","249310","2018-12-21","Yorgos Lanthimos","",""
208,"tt7158430","2019-03-29","2019-03-29","","Hearts Beat Loud","Hearts Beat Loud","https://www.imdb.com/title/tt7158430/","Movie","6.9","97","2018","Comedy, Drama, Music","12218","2018-06-15","Brett Haley","",""
