Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1024,tt0079944,2019-12-05,2020-08-13,"New interview with Geoff Dyer, author of Zona: A Book About a Film About a Journey to a Room Interviews from 2000 with set designer Rashit Safiullin and composer Eduard Artemyev Interview from the mid-1990s with cinematographer Alexander Knyazhinsky","Stalker","Stalker",https://www.imdb.com/title/tt0079944/,Movie,8.0,162,1979,"Drama, Sci-Fi",152356,1980-04-17,"Andrei Tarkovsky",,
1025,tt0042281,2019-12-05,2020-08-13,"New interview with critic Alan K. Rode (Michael Curtiz: A Life in Film) New piece featuring actor and acting instructor Julie Garfield on her father, actor John Garfield New video essay by Taylor Ramos and Tony Zhou analyzing Curtiz’s methods Excerpts from a 1962 episode of Today showing contents of the Ernest Hemingway House in Key West, Florida, including items related to To Have and Have Not, the novel on which The Breaking Point is based Trailer","The Breaking Point","The Breaking Point",https://www.imdb.com/title/tt0042281/,Movie,7.5,97,1950,"Crime, Drama, Film-Noir, Thriller",4913,1950-10-06,"Michael Curtiz",,
1026,tt0082727,2019-12-05,2020-08-13,"New conversation between Leigh and musician Jarvis Cocker New conversation between actor Marion Bailey and critic Amy Raphael Interview from 2007 with actor Tim Roth","Meantime","Meantime",https://www.imdb.com/title/tt0082727/,TV Movie,7.1,102,1983,"Comedy, Drama",5299,1986-07-23,"Mike Leigh",,
1027,tt0043927,2019-12-05,2020-08-13,"New interview with filmmaker Olivier Assayas on writer-director Sacha Guitry’s influence on French cinema Sixty-minute episode of Cinéastes de notre temps from 1965 featuring interviews with some of Guitry’s collaborators On Life On-screen: Miseries and Splendour of a Monarch, a sixty-minute documentary from 2010 on the collaboration of Guitry and actor Michel Simon","La Poison","La poison",https://www.imdb.com/title/tt0043927/,Movie,7.4,85,1951,"Comedy, Crime",1791,1951-11-30,"Sacha Guitry",,
1028,tt0061658,2019-12-05,2020-08-13,"New reconstruction and remastering of the soundtrack from the original concert and field recordings, approved by Lerner Making “Festival,” a new program featuring Lerner, associate editor Alan Heim, and assistant editor Gordon Quinn When We Played Newport, a new program featuring archival interviews with Lerner, music festival producer George Wein, and musicians Joan Baez, John Cohen, Judy Collins, Phil Ochs, Buffy Sainte-Marie, Pete Seeger, Peter Yarrow, and others Selection of unreleased performances by Clarence Ashley, Johnny Cash, Elizabeth Cotten, John Lee Hooker, Odetta, and Tom Paxton Optional captions identifying artists and song titles","Festival","Festival",https://www.imdb.com/title/tt0061658/,Movie,7.5,95,1967,"Documentary, Music",868,1967-10-23,"Murray Lerner",,
1029,tt4468634,2019-12-05,2020-08-13,"New interviews with Reichardt and executive producer Todd Haynes New interview with Maile Meloy, author of the stories on which the film is based Trailer","Certain Women","Certain Women",https://www.imdb.com/title/tt4468634/,Movie,6.4,107,2016,"Drama",16675,2017-02-22,"Kelly Reichardt",,
1030,tt0254686,2019-12-05,2020-08-13,"New interview with Haneke New interview with actor Isabelle Huppert Selected-scene commentary from 2001 featuring Huppert Behind-the-scenes footage featuring Haneke and Huppert Trailer","The Piano Teacher","La pianiste",https://www.imdb.com/title/tt0254686/,Movie,7.5,131,2001,"Drama, Music",76898,2001-08-31,"Michael Haneke",,
1031,tt1691152,2019-12-05,2020-08-13,"New interview with codirector Jon Nguyen Trailer","David Lynch: The Art Life","David Lynch: The Art Life",https://www.imdb.com/title/tt1691152/,Movie,7.2,88,2016,"Documentary, Biography",7453,2017-04-20,"Rick Barnes, Olivia Neergaard-Holm, Jon Nguyen",,
1032,tt5278832,2019-12-05,2020-08-13,"New program about the making of the film, featuring interviews with director Agnieszka Smoczyńska, actors Marta Mazurek and Michalina Olszańska, screenwriter Robert Bolesto, Kijowski, composers Barbara and Zuzanna Wrońskie, sound designer Marcin Lenarczyk, and choreographer Kaya Kołodziejczyk Deleted scenes Aria Diva (2007) and Viva Maria! (2010), two short films by Smoczyńska Trailer","The Lure","Córki dancingu",https://www.imdb.com/title/tt5278832/,Movie,6.2,92,2015,"Drama, Fantasy, Horror, Musical, Thriller",10653,2015-12-25,"Agnieszka Smoczynska",,
1033,tt0072684,2019-12-05,2020-08-13,"New documentary featuring cast and crew interviews as well as audio excerpts from a 1976 interview with director Stanley Kubrick New program about the film’s groundbreaking visuals, featuring focus puller Douglas Milsome and gaffer Lou Bogue as well as excerpts from a 1980 interview with cinematographer John Alcott New program featuring historian Christopher Frayling on Academy Award–winning production designer Ken Adam New interview with editor Tony Lawson French television interview from 1976 with Ulla-Britt Söderlund, who codesigned the film’s Oscar-winning costumes New interview with critic Michel Ciment New interview with actor Leon Vitali about the 5.1 surround soundtrack, which he cosupervised New piece analyzing the fine-art-inspired aesthetics of the film with curator Adam Eaker Trailers ","Barry Lyndon","Barry Lyndon",https://www.imdb.com/title/tt0072684/,Movie,8.1,185,1975,"Adventure, Drama, War",195702,1975-12-18,"Stanley Kubrick",,
1034,tt0105665,2019-12-05,2020-08-13,"The Missing Pieces, ninety minutes of deleted and alternate scenes from the film, assembled by Lynch Interview from 2014 by Lynch with actors Sheryl Lee, Ray Wise, and Grace Zabriskie New interviews with Lee and composer Angelo Badalamenti Trailers ","Twin Peaks: Fire Walk with Me","Twin Peaks: Fire Walk with Me",https://www.imdb.com/title/tt0105665/,Movie,7.3,134,1992,"Drama, Horror, Mystery, Thriller",114018,1992-08-28,"David Lynch",,
1035,tt4714782,2019-12-05,2020-08-13,"New interview with Assayas 2016 Cannes Film Festival press conference featuring actor Kristen Stewart and other members of the film’s cast and crew Theatrical trailer","Personal Shopper","Personal Shopper",https://www.imdb.com/title/tt4714782/,Movie,6.1,105,2016,"Drama, Mystery, Thriller",44975,2017-03-10,"Olivier Assayas",,
1036,tt7241484,2019-12-05,2019-12-05,,"The Games of the V Olympiad Stockholm, 1912","The Games of the V Olympiad Stockholm, 1912",https://www.imdb.com/title/tt7241484/,Movie,6.6,170,2017,"Documentary, Sport",186,2017-12-05,"Adrian Wood",,
1037,tt7262026,2019-12-05,2019-12-05,,"The Olympic Games Held at Chamonix in 1924","The Olympic Games Held at Chamonix in 1924",https://www.imdb.com/title/tt7262026/,Short,6.3,37,1925,"Documentary, Short, Sport",156,2017-12-05,"Jean de Rovera",,
1038,tt7266916,2019-12-05,2019-12-05,,"The Olympic Games as They Were Practiced in Ancient Greece","The Olympic Games as They Were Practiced in Ancient Greece",https://www.imdb.com/title/tt7266916/,Short,5.7,8,1924,"Documentary, Short, Sport",257,2017-12-05,"Jean de Rovera",,
1039,tt0255274,2019-12-05,2019-12-05,,"The Olympic Games in Paris 1924","Les jeux olympiques, Paris 1924",https://www.imdb.com/title/tt0255274/,Movie,6.3,174,1925,"Documentary, Sport",160,,"Jean de Rovera",,
1040,tt0194523,2019-12-05,2019-12-05,,"The White Stadium","Das weiße Stadion",https://www.imdb.com/title/tt0194523/,Movie,7.3,124,1928,"Documentary, Sport",230,1929-03-07,"Arnold Fanck, Othmar Gurtner",,
1041,tt7266936,2019-12-05,2019-12-05,,"The IX Olympiad in Amsterdam","The IX Olympiad in Amsterdam",https://www.imdb.com/title/tt7266936/,Movie,5.8,251,1928,"Documentary, Sport",74,2017-12-05,,,
1042,tt0255441,2019-12-05,2019-12-05,,"The Olympic Games, Amsterdam 1928","De olympische spelen",https://www.imdb.com/title/tt0255441/,Movie,5.9,110,1928,"Documentary, Sport",80,1928-11-19,"Wilhelm Prager",,
1043,tt0247443,2019-12-05,2019-12-05,,"Jugend der Welt. Der Film von den IV. Olympischen Winterspielen in Garmisch-Partenkirchen","Jugend der Welt. Der Film von den IV. Olympischen Winterspielen in Garmisch-Partenkirchen",https://www.imdb.com/title/tt0247443/,Short,6.1,38,1936,"Documentary, Short, Sport",165,1936-06-12,"Herbert Brieger, Carl Junghans",,
1044,tt0030522,2019-12-05,2019-12-05,,"Olympia Part One: Festival of the Nations","Olympia 1. Teil - Fest der Völker",https://www.imdb.com/title/tt0030522/,Movie,7.7,111,1938,"Documentary, Sport",5587,1940-03-08,"Leni Riefenstahl",,
1045,tt0030523,2019-12-05,2019-12-05,,"Olympia Part Two: Festival of Beauty","Olympia 2. Teil - Fest der Schönheit",https://www.imdb.com/title/tt0030523/,Movie,7.6,90,1938,"Documentary, Sport",4589,1940-03-29,"Leni Riefenstahl",,
1046,tt7254920,2019-12-05,2019-12-05,,"Fight Without Hate","Combat sans haine",https://www.imdb.com/title/tt7254920/,Movie,6.0,84,1948,"Documentary, Sport",82,2017-12-05,"André Michel",,
1047,tt0221719,2019-12-05,2019-12-05,,"XIVth Olympiad: The Glory of Sport","XIV Olympiad: The Glory of Sport",https://www.imdb.com/title/tt0221719/,Movie,6.5,138,1948,"Documentary, Sport",153,1948-10-08,"Castleton Knight",,
1048,tt0217126,2019-12-05,2019-12-05,,"The VI Olympic Winter Games, Oslo 1952","De VI olympiske vinterleker Oslo 1952",https://www.imdb.com/title/tt0217126/,Movie,5.8,103,1952,"Documentary, Sport",84,1952-10-31,"Tancred Ibsen",,
1049,tt0121444,2019-12-05,2019-12-05,,"Where the World Meets","Maailmat kohtaavat - XV Olympiakisat Helsingissä 1952",https://www.imdb.com/title/tt0121444/,Movie,6.3,101,1952,"Documentary, Sport",91,1952-11-28,"Hannu Leminen",,
1050,tt0089282,2019-12-05,2019-12-05,,"Gold and Glory","Kultaa ja kunniaa",https://www.imdb.com/title/tt0089282/,Movie,6.0,97,1953,"Documentary, Sport",84,1953-03-20,"Hannu Leminen",,
1051,tt0345678,2019-12-05,2019-12-05,,"Memories of the Olympic Summer of 1952","Memories of the Olympic Summer of 1952",https://www.imdb.com/title/tt0345678/,Movie,5.9,50,1954,"Documentary, Sport",86,1954,"Holger Harrivirta",,
1052,tt0049916,2019-12-05,2019-12-05,,"White Vertigo","Vertigine bianca",https://www.imdb.com/title/tt0049916/,Movie,6.8,96,1956,"Documentary, Sport",142,1956,"Giorgio Ferroni",,
1053,tt0255438,2019-12-06,2019-12-06,,"Olympic Games: 1956","Olympic Games: 1956",https://www.imdb.com/title/tt0255438/,Movie,5.8,60,1956,"Documentary, Sport",85,,"Peter Whitchurch",,
1054,tt0165926,2019-12-06,2019-12-06,,"The Melbourne Rendez-vous","Rendez-vous à Melbourne",https://www.imdb.com/title/tt0165926/,Movie,6.7,106,1957,"Documentary, Sport",89,1957-04-12,"René Lucot",,
1055,tt7242416,2019-12-06,2019-12-06,,"Alain Mimoun","Alain Mimoun",https://www.imdb.com/title/tt7242416/,Short,6.4,24,1959,"Documentary, Short, Sport",87,2017-12-05,"Louis Gueguen",,
1056,tt7262382,2019-12-06,2019-12-06,,"The Horse in Focus","Hästen i centrum",https://www.imdb.com/title/tt7262382/,Short,5.2,16,1956,"Documentary, Short, Sport",95,2017-12-05,,,
1057,tt1985144,2019-12-06,2019-12-06,,"People, Hopes, Medals","Menschen, Hoffnungen, Medaillen",https://www.imdb.com/title/tt1985144/,Movie,5.6,93,1960,"Documentary",63,1960-05-14,"Heribert Meisel",,
1058,tt0054940,2019-12-06,2019-12-06,,"The Grand Olympics","La grande olimpiade",https://www.imdb.com/title/tt0054940/,Movie,6.8,147,1961,"Documentary, Sport",144,1961-03-27,"Romolo Marcellini",,
1059,tt0226800,2019-12-06,2019-12-06,,"IX Olympic Winter Games, Innsbruck 1964","IX. Olympische Winterspiele Innsbruck 1964",https://www.imdb.com/title/tt0226800/,Movie,6.2,90,1961,"Documentary, Sport",70,1964-05,"Theo Hörmann",,
1060,tt7262782,2019-12-06,2019-12-06,,"Sensation of the Century","Sensation of the Century",https://www.imdb.com/title/tt7262782/,Movie,6.1,156,1966,"Documentary, Sport",53,1966,"Nobumasa Kawamoto, Suketaru Taguchi",,
1061,tt0189330,2019-12-06,2019-12-06,,"Challenge in the Snow","13 jours en France",https://www.imdb.com/title/tt0189330/,Movie,6.6,112,1968,"Documentary, Sport",174,1968-07,"Claude Lelouch, François Reichenbach",,
1062,tt1619032,2019-12-06,2019-12-06,,"Snows of Grenoble","Les neiges de Grenoble",https://www.imdb.com/title/tt1619032/,Movie,6.4,97,1968,"Documentary, Sport",54,1968-12-27,"Jacques Ertaud, Jean-Jacques Languepin",,
1063,tt0064756,2019-12-06,2019-12-06,,"The Olympics in Mexico","Olimpiada en México",https://www.imdb.com/title/tt0064756/,Movie,7.1,120,1969,"Documentary, Sport",159,1970-08,"Alberto Isaac",,
1064,tt0069222,2019-12-06,2019-12-06,,"Sapporo Winter Olympics","Sapporo Orinpikku",https://www.imdb.com/title/tt0069222/,Movie,7.1,167,1972,"Documentary, Sport",131,1972,"Masahiro Shinoda",,
1065,tt0070884,2019-12-06,2021-03-17,"New audio commentary by podcasters Amanda Dobbins, Sean Fennessey, and Chris Ryan of the website the Ringer New documentary featuring director Claude Lelouch; supervising editor Robert K. Lambert; Ousmane Sembène biographer Samba Gadjigo; Munich Olympic Games historian David Clay Large; producer David L. Wolper’s son, Mark Wolper; and director Arthur Penn’s son Matthew Penn, which also includes behind-the-scenes footage from the film and material from Sembène’s uncompleted short film On Location with “Visions of Eight,” a short promotional film Trailer","Visions of Eight","Visions of Eight",https://www.imdb.com/title/tt0070884/,Movie,6.8,110,1973,"Documentary, Sport",817,1973-08-20,"Milos Forman, Kon Ichikawa, Claude Lelouch, Yuriy Ozerov, Arthur Penn, Michael Pfleghar, John Schlesinger, Mai Zetterling",,
1066,tt0076916,2019-12-06,2019-12-06,,"White Rock","White Rock",https://www.imdb.com/title/tt0076916/,Movie,7.1,77,1977,"Documentary, Sport",177,1977,"Tony Maylam",,
1067,tt0202928,2019-12-06,2019-12-06,,"Games of the XXI Olympiad","Jeux de la XXIème olympiade",https://www.imdb.com/title/tt0202928/,Movie,6.5,118,1977,"Documentary, Sport",329,1977-04-21,"Jean Beaudin, Marcel Carrière, Georges Dufaux, Jean-Claude Labrecque",,
1068,tt7266258,2019-12-06,2019-12-06,,"Olympic Spirit","Olympic Spirit",https://www.imdb.com/title/tt7266258/,Short,5.7,27,1980,"Documentary, Short, Sport",117,1980,"Drummond Challis, Tony Maylam",,
1069,tt0151789,2019-12-06,2019-12-06,,"O Sport, You Are Peace!","O sport, ty - mir!",https://www.imdb.com/title/tt0151789/,Movie,6.8,149,1981,"Documentary, History, Sport",129,1981-09-18,"Yuriy Ozerov",,
1070,tt7266388,2019-12-06,2019-12-06,,"A Turning Point","A Turning Point",https://www.imdb.com/title/tt7266388/,Movie,6.1,82,1984,"Documentary, Sport",60,2017-12-05,"Kim Takal",,
1071,tt0090559,2019-12-06,2019-12-06,,"16 Days of Glory","16 Days of Glory",https://www.imdb.com/title/tt0090559/,Movie,7.8,284,1985,"Documentary, Sport",336,1986-03-07,"Bud Greenspan",,
1072,tt0097005,2019-12-06,2019-12-06,,"Calgary '88: 16 Days of Glory","Calgary '88: 16 Days of Glory",https://www.imdb.com/title/tt0097005/,TV Movie,7.1,202,1989,"Documentary, Sport",84,1989-03-22,"Bud Greenspan",,
1073,tt0397194,2019-12-06,2019-12-06,,"Seoul 1988: Games of the XXIV Olympiad","Seoul 1988: Games of the XXIV Olympiad",https://www.imdb.com/title/tt0397194/,TV Mini Series,6.4,139,1988,"Sport",115,1988-09-17,,,
1074,tt7266728,2019-12-06,2019-12-06,,"Hand in Hand","Hand in Hand",https://www.imdb.com/title/tt7266728/,Movie,6.5,119,1989,"Documentary, Sport",59,1989,"Im Kwon-taek",,
1075,tt7266776,2019-12-06,2019-12-06,,"Beyond All Barriers","Beyond All Barriers",https://www.imdb.com/title/tt7266776/,Movie,6.0,92,1989,"Documentary, Sport",51,1989,"Lee Ji-won",,
1076,tt7266800,2019-12-06,2019-12-06,,"One Light, One World","One Light, One World",https://www.imdb.com/title/tt7266800/,Movie,5.5,104,1992,"Documentary, Sport",57,2017-12-05,"R. Douglas Copsey, Joe Jay Jalbert",,
1077,tt0185456,2019-12-06,2019-12-06,,"Marathon","Marathon",https://www.imdb.com/title/tt0185456/,Movie,6.6,130,1993,"Documentary, Sport",162,1993,"Carlos Saura",,
1078,tt0230461,2019-12-06,2019-12-06,,"Lillehammer '94: 16 Days of Glory","Lillehammer '94: 16 Days of Glory",https://www.imdb.com/title/tt0230461/,TV Movie,7.2,209,1994,"Documentary, Sport",103,1994-11-27,"Bud Greenspan",,
1079,tt0117237,2019-12-06,2019-12-06,,"Atlanta's Olympic Glory","Atlanta's Olympic Glory",https://www.imdb.com/title/tt0117237/,TV Movie,6.8,206,1997,"Documentary, Sport",94,1997-12-07,"Bud Greenspan",,
1080,tt0230560,2019-12-06,2019-12-06,,"Nagano '98 Olympics: Bud Greenspan's Stories of Honor and Glory","Nagano '98 Olympics: Bud Greenspan's Stories of Honor and Glory",https://www.imdb.com/title/tt0230560/,TV Movie,6.8,119,1998,"Documentary, Sport",68,1998-12-20,"Bud Greenspan",,
1081,tt0186420,2019-12-06,2019-12-06,,"Olympic Glory","Olympic Glory",https://www.imdb.com/title/tt0186420/,Short,6.0,42,1999,"Documentary, Short, Sport",166,1999-01-22,"Kieth Merrill",,
1082,tt0811097,2019-12-06,2019-12-06,,"Sydney 2000: Stories of Olympic Glory","Sydney 2000 Olympics: Bud Greenspan's Gold from Down Under",https://www.imdb.com/title/tt0811097/,TV Movie,6.5,117,2001,"Documentary, Sport",91,2001-08-26,"Andrew Squicciarini, Sydney Thayer, Bud Greenspan",,
1083,tt0414472,2019-12-06,2019-12-06,,"Salt Lake City 2002: Bud Greenspan's Stories of Olympic Glory","Salt Lake 2002: Stories of Olympic Glory",https://www.imdb.com/title/tt0414472/,TV Movie,6.5,119,2003,"Documentary, Sport",89,2003-01-07,"Bud Greenspan",,
1084,tt7257948,2019-12-06,2019-12-06,,"Bud Greenspan's Athens 2004: Stories of Olympic Glory","Bud Greenspan's Athens 2004: Stories of Olympic Glory",https://www.imdb.com/title/tt7257948/,TV Movie,6.3,96,2005,"Documentary, Sport",63,2005,"Bud Greenspan",,
1085,tt1312953,2019-12-06,2019-12-06,,"Bud Greenspan's Torino 2006: Stories of Olympic Glory","Bud Greenspan's Torino 2006: Stories of Olympic Glory",https://www.imdb.com/title/tt1312953/,TV Movie,6.2,88,2007,"Documentary, Sport",62,2007-07-05,"Nancy Beffa, Bud Greenspan, Michael Schanzer, Andrew Squicciarini, Sydney Thayer",,
1086,tt1491616,2019-12-06,2019-12-06,,"The Everlasting Flame","The Everlasting Flame: Beijing 2008",https://www.imdb.com/title/tt1491616/,Movie,6.4,101,2009,"Documentary, Sport",89,2009-09-07,"Jun Gu",,
1087,tt1823265,2019-12-06,2019-12-06,,"Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory","Vancouver 2010: Stories of Olympic Glory",https://www.imdb.com/title/tt1823265/,TV Movie,6.1,116,2010,"Documentary, Sport",60,2010,"Nancy Beffa",,
1088,tt2291230,2019-12-06,2019-12-06,,"First","First: The Official Film of the London 2012 Olympic Games",https://www.imdb.com/title/tt2291230/,Movie,5.5,109,2012,"Documentary, Sport",130,2013-05-30,"Caroline Rowland",,
1089,tt0032904,2019-12-06,2020-08-13,"Audio Commentary by film scholar Jeanine Basinger In Search of Tracy Lord, a new documentary about the origin of the character and her social milieu New piece about actor Katharine Hepburn’s role in the development of the film Two full episodes of The Dick Cavett Show from 1973, featuring rare interviews with Hepburn, plus an excerpt of a 1978 interview from that show with director George Cukor Lux Radio Theatre adaptation of the film from 1943, featuring an introduction by filmmaker Cecil B. DeMille Restoration demonstration Trailer ","The Philadelphia Story","The Philadelphia Story",https://www.imdb.com/title/tt0032904/,Movie,7.8,112,1940,"Comedy, Romance",76741,1941-01-17,"George Cukor",,
1090,tt0089015,2019-12-06,2020-08-13,"Audio Commentary by director Donna Deitch New conversation between Deitch and actor Jane Lynch New interviews with actors Helen Shaver and Patricia Charbonneau Remembering Reno, a new program featuring Deitch, Elswit, and production designer Jeannine Oppewall Excerpt from Fiction and Other Truths: A Film About Jane Rule, a 1994 documentary about the author of Desert of the Heart, the 1964 novel on which the film is based","Desert Hearts","Desert Hearts",https://www.imdb.com/title/tt0089015/,Movie,7.1,91,1985,"Drama, Romance",8006,1986-03-07,"Donna Deitch",,
1091,tt0076221,2019-12-06,2020-08-13,"Audio Commentary by Terry Gilliam and actor Michael Palin New documentary on the making of the film, featuring Gilliam, Palin, producer Sandy Lieberson, and actor Annette Badland New interview with Valerie Charlton, designer of the film's creature, the Jabberwock, featuring her collection of rare behind-the-scenes photographs Audio interview with cinematographer Terry Bedford from 1998 Selection of Gilliam’s storyboards and sketches Original UK opening sequence Trailer ","Jabberwocky","Jabberwocky",https://www.imdb.com/title/tt0076221/,Movie,6.1,105,1977,"Adventure, Comedy, Fantasy",16716,1977-04-15,"Terry Gilliam",,
1092,tt0126886,2019-12-06,2020-08-13,"Audio Commentary by director Alexander Payne New interview with actor Reese Witherspoon The Passion of Martin, Payne’s 1990 UCLA thesis film, with a new introduction by the director TruInside: “Election,” a 2016 documentary featuring on-set footage and interviews with cast and crew Omaha local-news reports on the film’s production Trailer ","Election","Election",https://www.imdb.com/title/tt0126886/,Movie,7.2,103,1999,"Comedy, Romance",109152,1999-05-07,"Alexander Payne",,
1093,tt0088847,2019-12-06,2020-08-13,"Audio Commentary by actors Anthony Michael Hall and Judd Nelson New interviews with actors Molly Ringwald and Ally Sheedy New video essay featuring director John Hughes’s production notes, read by Nelson Documentary from 2008 featuring interviews with cast and crew Fifty minutes of never-before-seen deleted and extended scenes Rare promotional and archival interviews Excerpts from a 1985 American Film Institute seminar with Hughes 1999 radio interview with Hughes Segment from a 1985 episode of NBC’s Today featuring the film’s cast Audio interview with Ringwald from a 2014 episode of This American Life Trailer","The Breakfast Club","The Breakfast Club",https://www.imdb.com/title/tt0088847/,Movie,7.8,97,1985,"Comedy, Drama",460410,1985-02-15,"John Hughes",,
1094,tt5168192,2019-12-06,2020-08-13,"Audio Commentary by Ken Loach and screenwriter Paul Laverty How to Make a Ken Loach Film, a 2016 documentary on the production of I, Daniel Blake Versus: The Life and Films of Ken Loach, a 2016 documentary directed by Louise Osmond Deleted scenes Trailer ","I, Daniel Blake","I, Daniel Blake",https://www.imdb.com/title/tt5168192/,Movie,7.8,100,2016,"Drama",67097,2017-06-09,"Ken Loach",,
1095,tt0021542,2019-12-06,2020-08-13,"Hour-long French television broadcast of World War I veterans reacting to the film in 1969 Interview from 2016 with film scholar Jan-Christopher Horak New restoration demonstration featuring Martin Koerber and Julia Wallmüller of the Deutsche Kinemathek Brief audio interview from 1988 with editor Jean Oser","Westfront 1918","Westfront 1918: Vier von der Infanterie",https://www.imdb.com/title/tt0021542/,Movie,7.3,75,1930,"Drama, Romance, War",2648,1930-05-23,"Georg Wilhelm Pabst",,
1096,tt0022017,2019-12-06,2020-08-13,"New interview with film scholar Hermann Barth on the film’s production Interview from 1988 with editor Jean Oser, featuring footage from the French version of the film Interview from 2016 with film scholar Jan-Christopher Horak on the historical context of the film ","Comradeship","Kameradschaft",https://www.imdb.com/title/tt0022017/,Movie,7.5,93,1931,"Drama, Thriller",1933,1931-11-17,"Georg Wilhelm Pabst",,
1097,tt0063350,2019-12-06,2020-08-13,"Audio Commentary by George Romero, Russo, producer Karl Hardman, actor Judith O'Dea, and others Night of Anubis, a never-before-presented work-print edit of the film New program featuring filmmakers Frank Darabont, Guillermo del Toro, and Robert Rodriguez Never-before-seen 16 mm dailies reel New program featuring Russo on the commercial and industrial-film production company where key Night of the Living Dead filmmakers got their start Archival interviews with Romero and actors Duane Jones and Judith Ridley New programs about the film’s style and score New interview program about the direction of ghouls, featuring members of the cast and crew New interviews with Gary Streiner and Russell Streiner Newsreels from 1967 Trailer, radio spots, and TV spots ","Night of the Living Dead","Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Movie,7.8,96,1968,"Horror, Thriller",146260,1968-10-04,"George A. Romero",,
1098,tt0057590,2019-12-06,2020-08-13,"New program on the film’s cinematography featuring Lassally New interview with film scholar Duncan Petrie on the movie’s impact on British cinema Excerpt from a 1982 episode of The Dick Cavett Show featuring actor Albert Finney New interview with actor Vanessa Redgrave on her former husband, director Tony Richardson Illustrated archival audio interview with composer John Addison on his Oscar-winning score for the film New interview with the editor of the director’s cut, Robert Lambert","Tom Jones","Tom Jones",https://www.imdb.com/title/tt0057590/,Movie,6.4,129,1963,"Adventure, Comedy, History, Romance",14934,1963-06-27,"Tony Richardson",,
1099,tt0060742,2019-12-06,2020-08-13,"New program featuring an interview from 2008 with actor Sharmila Tagore New program featuring film scholar Meheli Sen","The Hero","Nayak",https://www.imdb.com/title/tt0060742/,Movie,8.3,117,1966,"Drama",5679,1966-05-06,"Satyajit Ray",,
1100,tt0057710,2019-12-06,2020-08-13,"Rare 1999 Directors Guild of Japan interview with director Kon Ichikawa, conducted by film critic Yuki Mori New interview with critic, filmmaker, and festival programmer Tony Rayns","An Actor's Revenge","Yukinojô henge",https://www.imdb.com/title/tt0057710/,Movie,7.3,115,1963,"Action, Comedy, Drama",3057,1971-06-16,"Kon Ichikawa",,
1101,tt0106226,2019-12-06,2020-08-13,"New interviews with Scorsese, coscreenwriter Jay Cocks, production designer Dante Ferretti, and costume designer Gabriella Pescucci Innocence and Experience, a 1993 documentary on the making of the film Trailer","The Age of Innocence","The Age of Innocence",https://www.imdb.com/title/tt0106226/,Movie,7.2,139,1993,"Drama, Romance",71770,1993-10-01,"Martin Scorsese",,
1102,tt0065440,2019-12-06,2020-08-13,"Interviews from 1973 and 2015 with Schlöndorff New conversation between actor Ethan Hawke and playwright Jonathan Marc Sherman about the play and adaptation New interview with actor and filmmaker Margarethe von Trotta New interview with film historian Eric Rentschler","Baal","Baal",https://www.imdb.com/title/tt0065440/,TV Movie,6.3,87,1970,"Drama",990,1970-01-07,"Volker Schlöndorff",,
1103,tt0021025,2019-12-06,2020-08-13,"Audio Commentary by jazz and film critic Gary Giddins, music and cultural critic Gene Seymour, and musician and bandleader Vince Giordano New introduction to the film by Giddins New interview with musician and pianist Michael Feinstein Four new video essays by authors and archivists James Layton and David Pierce on the development and making of King of Jazz Deleted scenes and alternate opening title sequence All Americans, a 1929 short film featuring a version of the “Melting Pot” number that was restaged for King of Jazz I Know Everybody and Everybody’s Racket, a 1933 short film featuring Paul Whiteman and His Orchestra Two Oswald the Lucky Rabbit cartoons from 1930, featuring music and animation from King of Jazz","King of Jazz","King of Jazz",https://www.imdb.com/title/tt0021025/,Movie,6.7,99,1930,"Animation, Comedy, Musical",1781,1930-04-20,"John Murray Anderson, Walter Lantz",,
1104,tt0066579,2019-12-06,2020-08-13,"Audio Commentary by director Ken Russell Audio Commentary by screenwriter and producer Larry Kramer Segments from a 2007 interview with Russell for the BAFTA Los Angeles Heritage Archive A British Picture: Portrait of an Enfant Terrible, Russell’s 1989 biopic on his own life and career Interview from 1976 with actor Glenda Jackson Interviews with Kramer and actors Alan Bates and Jennie Linden from the set New interviews with director of photography Billy Williams and editor Michael Bradsell Second Best, a 1972 short film based on a D. H. Lawrence story, produced by and starring Bates Trailer ","Women in Love","Women in Love",https://www.imdb.com/title/tt0066579/,Movie,7.1,131,1969,"Drama, Romance",9432,1970-03-25,"Ken Russell",,
1105,tt0028597,2019-12-06,2020-08-13,"New interview with critic Gary Giddins about director Leo McCarey New video essay by film critic David Cairns on Cary Grant’s performance Illustrated 1978 audio interview with actor Irene Dunne Lux Radio Theatre adaptation of the film from 1939, starring Grant and Claudette Colbert","The Awful Truth","The Awful Truth",https://www.imdb.com/title/tt0028597/,Movie,7.7,90,1937,"Comedy, Romance",22587,1937-10-21,"Leo McCarey",,
