Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
320,tt0056058,2019-12-05,2020-08-10,"Video introduction by Japanese-film historian Donald Richie Excerpt from a rare Directors Guild of Japan video interview with director Masaki Kobayashi, moderated by filmmaker Masahiro Shinoda Video interviews with star Tatsuya Nakadai and screenwriter Shinobu Hashimoto Original theatrical trailer Poster gallery","Harakiri","Seppuku",https://www.imdb.com/title/tt0056058/,Movie,8.6,133,1962,"Drama, Mystery",81630,1964-08-04,"Masaki Kobayashi",,
321,tt0080408,2019-12-05,2020-08-10,"New interview with Roeg and producer Jeremy Thomas New interview with Theresa Russell Deleted scenes Original theatrical trailer Gallery of behind-the-scenes production photos and original posters","Bad Timing: A Sensual Obsession","Bad Timing",https://www.imdb.com/title/tt0080408/,Movie,6.9,123,1980,"Drama, Mystery, Thriller",10098,1980-10-10,"Nicolas Roeg",,
322,tt0074851,2019-12-05,2020-08-10,"Audio Commentary by Nicolas Roeg and actors David Bowie and Buck Henry Performance, new video interview with actors Candy Clark and Rip Torn New video interview with screenwriter Paul Mayersberg Audio interviews with costume designer May Routh and production designer Brian Eatwell Audio interview from 1984 with author Walter Tevis, conducted by Don Swaim Multiple stills galleries, including Routh’s costume sketches; behind-the-scenes photos; and production and publicity stills, introduced by set photographer David James Gallery of posters from Roeg’s films Trailers","The Man Who Fell to Earth","The Man Who Fell to Earth",https://www.imdb.com/title/tt0074851/,Movie,6.6,139,1976,"Drama, Sci-Fi",30273,1976-04-08,"Nicolas Roeg",,
323,tt0022718,2019-12-05,2020-08-10,"Archival introduction by Jean Renoir New video interview with filmmaker Jean-Pierre Gorin Excerpt from a 1967 Cinéastes de notre temps program, featuring Renoir and Michel Simon French television conversation between director Eric Rohmer and critic Jean Douchet Interactive map of 1930s Paris, highlighting the film’s locations","Boudu Saved from Drowning","Boudu sauvé des eaux",https://www.imdb.com/title/tt0022718/,Movie,7.2,85,1932,"Comedy",6521,1967-02-23,"Jean Renoir",,
324,tt0062229,2019-12-05,2020-08-10,"Interviews from 2005 with Rui Nogueira, editor of Melville on Melville, and Ginette Vincendeau, author of Jean-Pierre Melville: An American in Paris Archival interviews with Melville and actors Alain Delon, François Périer, Nathalie Delon, and Cathy Rosier Trailer Melville-Delon: D’honneur et de nuit (2011), a short documentary exploring the friendship between the director and the actor and their iconic collaboration on this film","Le Samouraï","Le samouraï",https://www.imdb.com/title/tt0062229/,Movie,8.0,101,1967,"Crime, Drama, Thriller",63095,1967-10-25,"Jean-Pierre Melville",,
325,tt0107653,2019-12-05,2020-08-10,"Audio Commentary by Mike Leigh and actors David Thewlis and Katrin Cartlidge Original theatrical trailer New video interview with director Neil LaBute Episode of the BBC program The Art Zone in which author Will Self interviews Leigh The Short and Curlies, a short comedy from 1987 directed by Leigh and starring Thewlis, with audio commentary by Leigh","Naked","Naked",https://www.imdb.com/title/tt0107653/,Movie,7.7,131,1993,"Comedy, Drama",47074,1994-02-04,"Mike Leigh",,
326,tt0060675,2019-12-05,2020-08-10,"Archival 1966 interview with actress Chantal Goya New video interviews with Goya, Kurant, and Jean-Luc Godard collaborator Jean-Pierre Gorin, conducted in 2005 Video discussion of the film between French film scholars Freddy Buache and Dominique Païni Swedish television footage of Godard directing the “film within the film” scene Trailers for the original theatrical release and the 2005 rerelease","Masculine Feminine","Masculin féminin",https://www.imdb.com/title/tt0060675/,Movie,7.4,103,1966,"Drama, Romance",18421,1966-03-22,"Jean-Luc Godard",,
327,tt0046478,2019-12-05,2020-08-10,"Audio Commentary by critic, filmmaker, and festival programmer Tony Rayns Two Worlds Intertwined, a 2005 appreciation of Ugetsu by Masahiro Shinoda Process and Production, a 2005 interview with Tokuzo Tanaka, ﬁrst assistant director on Ugetsu Interview from 1992 with cinematographer Kazuo Miyagawa Trailers Kenji Mizoguchi: The Life of a Film Director, a 1975 documentary by Kaneto Shindo Three short stories that influenced Mizoguchi in making the film","Ugetsu","Ugetsu monogatari",https://www.imdb.com/title/tt0046478/,Movie,8.1,96,1953,"Drama, Fantasy, War",27408,1954-09-07,"Kenji Mizoguchi",,
328,tt0061847,2019-12-05,2020-08-10,"Excerpt from a 1993 interview with director Masaki Kobayashi Original theatrical trailer","Samurai Rebellion","Jôi-uchi: Hairyô tsuma shimatsu",https://www.imdb.com/title/tt0061847/,Movie,8.3,128,1967,"Drama",15049,1967-12,"Masaki Kobayashi",,
329,tt0200768,2019-12-05,2019-12-05,,"Sword of the Beast","Kedamono no ken",https://www.imdb.com/title/tt0200768/,Movie,7.5,85,1965,"Action, Drama",3238,1965-09-18,"Hideo Gosha",,
330,tt0059303,2019-12-05,2020-08-10,"Exclusive new video 16-minute interview with director Masahiro Shinoda Gallery of key characters in the film","Samurai Spy","Ibun Sarutobi Sasuke",https://www.imdb.com/title/tt0059303/,Movie,7.0,99,1965,"Action, Drama",1948,1965-07-10,"Masahiro Shinoda",,
331,tt0063186,2019-12-05,2020-08-10,"Original theatrical trailer and teaser","Kill!","Kiru",https://www.imdb.com/title/tt0063186/,Movie,7.4,115,1968,"Action, Comedy, Drama",3330,1968-06-22,"Kihachi Okamoto",,
332,tt0053168,2019-12-05,2020-08-10,"Audio Commentary by film scholar James Quandt Introduction by writer-director Paul Schrader The Models of “Pickpocket,” a 2003 documentary by Babette Mangolte that features interviews with actors from the film Interview with director Robert Bresson from a 1960 episode of the French television program Cinépanorama Q&A on Pickpocket from 2000, featuring actor Marika Green and filmmakers Paul Vecchiali and Jean-Pierre Améris Footage of the sleight-of-hand artist and Pickpocket consultant Kassagi from a 1962 episode of the French television show La piste aux étoiles Trailer","Pickpocket","Pickpocket",https://www.imdb.com/title/tt0053168/,Movie,7.6,76,1959,"Crime, Drama",26748,1959-12-16,"Robert Bresson",,
333,tt0054389,2019-12-05,2020-08-10,"Audio Commentary by film scholars Annette Insdorf and Peter Brunette Exclusive new video interviews with actors Charles Aznavour and Marie Dubois and director of photography Raoul Coutard Rare interview with François Truffaut collaborator Suzanne Schiffman Two documentary excerpts featuring Truffaut on the film and the source novel The Music of George Delerue, an illustrated audioessay Dubois’ screen test Theatrical trailer","Shoot the Piano Player","Tirez sur le pianiste",https://www.imdb.com/title/tt0054389/,Movie,7.4,92,1960,"Crime, Drama, Thriller",21453,1962-07-23,"François Truffaut",,
334,tt0089881,2019-12-05,2020-08-10,"Audio Commentary by film scholar Stephen Prince An appreciation of the film by director Sidney Lumet A.K., a 74-minute film by director Chris Marker A 30-minute documentary on the making of Ran, from the Toho Masterworks series Akira Kurosawa: It Is Wonderful to Create A 35-minute video piece reconstructing Ran through Kurosawa’s paintings and sketches, created as part of the series Image: Kurosawa’s Continuity Video interview with actor Tatsuya Nakadai Theatrical trailers","Ran","Ran",https://www.imdb.com/title/tt0089881/,Movie,8.2,160,1985,"Action, Drama, War",145577,1985-06-01,"Akira Kurosawa",,
335,tt0044103,2019-12-05,2020-08-10,"Audio Commentary by director Martin Scorsese and film music historian Bruce Eder New video interview with director George A. Romero The Sorcerer’s Apprentice (1956), a short musical film directed by Michael Powell, based on the Goethe story Rare collection of production designer Hein Heckroth’s design sketches and paintings Gallery of archival production and publicity photographs Original theatrical trailer","The Tales of Hoffmann","The Tales of Hoffmann",https://www.imdb.com/title/tt0044103/,Movie,7.1,128,1951,"Fantasy, Music, Musical, Romance",4344,1952-06-13,"Michael Powell, Emeric Pressburger",,
336,tt0043686,2019-12-05,2020-08-10,"Collection of new and archival interviews with director René Clément and actress Brigitte Fossey Alternate opening and ending to the film Original theatrical trailer","Forbidden Games","Jeux interdits",https://www.imdb.com/title/tt0043686/,Movie,8.0,86,1952,"Drama, War",13817,1952-12-08,"René Clément",,
337,tt0054460,2019-12-05,2020-08-10,"A 33-minute documentary on the making of The Bad Sleep Well, created as part of the Toho Masterworks series Akira Kurosawa: It Is Wonderful to Create Original theatrical trailer","The Bad Sleep Well","Warui yatsu hodo yoku nemuru",https://www.imdb.com/title/tt0054460/,Movie,8.0,151,1960,"Crime, Drama, Thriller",14978,1963-01-22,"Akira Kurosawa",,
338,tt0032155,2019-12-05,2020-08-10,"Audio Commentary by film scholar Joseph McBride (Searching for John Ford: A Life) Omnibus: “John Ford,” part one: filmmaker Lindsay Anderson’s profile of the life and work of director John Ford before World War II Talk show appearance by actor Henry Fonda from 1975 Audio interviews from the seventies with Ford and Fonda, conducted by the director’s grandson Dan Ford Academy Award radio dramatization of the film Gallery of production documents","Young Mr. Lincoln","Young Mr. Lincoln",https://www.imdb.com/title/tt0032155/,Movie,7.5,100,1939,"Biography, Drama",9662,1939-06-09,"John Ford",,
339,tt0053976,2019-12-05,2020-08-10,"Audio Commentary by Ingmar Bergman scholar Birgitta Steene Interviews from 2005 with actors Gunnel Lindblom and Birgitta Pettersson Introduction by filmmaker Ang Lee from 2005 Audio recording of a 1975 American Film Institute seminar by Bergman","The Virgin Spring","Jungfrukällan",https://www.imdb.com/title/tt0053976/,Movie,8.0,89,1960,"Drama",33028,1960-11-14,"Ingmar Bergman",,
340,tt0048393,2019-12-05,2020-08-10,"Audio Commentary by scholars Jonathan Rosenbaum and James Naremore An interview with Welles biographer Simon Callow, featuring his audio interview with star Robert Arden Three half-hour episodes of the radio program The Lives of Harry Lime, upon which the film is based, and an interview with producer Harry Alan Towers On the Comprehensive Version, a new documentary featuring interviews with film historian Stefan Drössler and Claude Bertemes and Welles confidant Bogdanovich Outtakes, rushes, and alternate scenes from the film Extensive stills gallery","Confidential Report","Mr. Arkadin",https://www.imdb.com/title/tt0048393/,Movie,7.1,93,1955,"Crime, Drama, Film-Noir, Mystery, Thriller",9754,1962-10-02,"Orson Welles",,
341,tt0034493,2019-12-05,2020-08-10,"New video interviews with star Luciano De Ambrosis and Vittorio De Sica scholar Callisto Cosulich","The Children Are Watching Us","I bambini ci guardano",https://www.imdb.com/title/tt0034493/,Movie,7.7,84,1943,"Drama",3261,1947-04-25,"Vittorio De Sica",,
342,tt0029957,2019-12-05,2020-08-10,"Introduction to the film by Jean Renoir New interview with director Peter Bogdanovich Archival footage of Renoir directing actress Simone Simon, and interviews with Renoir, Émile Zola scholar Henri Mitterand, and others on adapting Zola to the screen Gallery of on-set photographs and theatrical posters Theatrical trailer","The Human Beast","La bête humaine",https://www.imdb.com/title/tt0029957/,Movie,7.5,100,1938,"Crime, Drama",8765,1940-02-19,"Jean Renoir",,
343,tt0041546,2019-12-05,2020-08-10,"A feature-length BBC documentary on the history of Ealing Studios Rare, 70-minute talk show appearance by Alec Guinness, from 1977 Gallery of archival production and publicity photographs Original theatrical trailer American ending","Kind Hearts and Coronets","Kind Hearts and Coronets",https://www.imdb.com/title/tt0041546/,Movie,8.0,106,1949,"Comedy, Crime",40990,1950-03,"Robert Hamer",,
344,tt0100142,2019-12-05,2020-08-10,"Audio Commentary by Whit Stilman, editor Christopher Eigeman and Taylor Nichols Rare outtakes and alternate casting, with commentary by Stillman","Metropolitan","Metropolitan",https://www.imdb.com/title/tt0100142/,Movie,7.3,98,1990,"Comedy, Drama, Romance",13228,1990-08-03,"Whit Stillman",,
345,tt0067778,2019-12-05,2020-08-10,"Original theatrical trailer","Murmur of the Heart","Le souffle au coeur",https://www.imdb.com/title/tt0067778/,Movie,7.5,118,1971,"Comedy, Drama",11332,1971-10-17,"Louis Malle",,
346,tt0071733,2019-12-05,2020-08-10,"Original theatrical trailer","Lacombe, Lucien","Lacombe Lucien",https://www.imdb.com/title/tt0071733/,Movie,7.6,138,1974,"Drama, War",8163,1974-09-29,"Louis Malle",,
347,tt0092593,2019-12-05,2020-08-10,"Video interviews with Louis Malle biographer Pierre Billard and actress Candice Bergen, Malle's widow Joseph: A Character Study, a profile of the provocative figure from Au revoir les enfants, created by filmmaker Guy Magen in 2005 The Immigrant, Charlie Chaplin's 1917 short comedy, featured in the film Audio excerpts from a 1988 AFI interview with Malle Original theatrical trailer and teaser ","Au Revoir les Enfants","Au revoir les enfants",https://www.imdb.com/title/tt0092593/,Movie,8.0,104,1987,"Drama, War",37657,1988-02-12,"Louis Malle",,
348,tt0041154,2019-12-05,2020-08-10,"Audio Commentary by Richard Peña, program director of New York's Film Society of Lincoln Center Tokyo-ga (1985), filmmaker Wim Wenders’s ninety-two-minute documentary about director Yasujiro Ozu","Late Spring","Banshun",https://www.imdb.com/title/tt0041154/,Movie,8.2,110,1949,"Comedy, Drama",20707,1972-07-21,"Yasujirô Ozu",,
349,tt0055601,2019-12-05,2020-08-10,"New video interviews with Silvia Pinal and author Richard Porton Excerpts from a 1964 episode of Cinèastes de notre temps on Luis Buñuel's early career U.S. release trailer","Viridiana","Viridiana",https://www.imdb.com/title/tt0055601/,Movie,8.0,91,1961,"Drama",27361,1962-03-19,"Luis Buñuel",,
350,tt0059619,2019-12-05,2020-08-10,"Interviews from 2005 with Bellocchio, actors Lou Castel and Paola Pitagora, editor Silvano Agosti, critic Tullio Kezich, and filmmaker Bernardo Bertolucci Trailer New interview with scholar Stefano Albertini","Fists in the Pocket","I pugni in tasca",https://www.imdb.com/title/tt0059619/,Movie,7.6,110,1965,"Drama",5370,1968-05-27,"Marco Bellocchio",,
351,tt0074605,2019-12-05,2020-08-10,"Audio Commentary by Barbara Kopple and editor Nancy Baker The Making of “Harlan County, USA,” a new documentary featuring interviews with Kopple, crew members and strike participants featured in the film New video interview with legendary bluegrass singer-songwriter Hazel Dickens Never-before-seen outtakes from the film New video interview with director John Sayles A panel discussion from the 2005 Sundance Film Festival featuring Kopple and Roger Ebert Original theatrical trailer","Harlan County U.S.A.","Harlan County U.S.A.",https://www.imdb.com/title/tt0074605/,Movie,8.2,103,1976,"Documentary",7103,1977-09-28,"Barbara Kopple",,
352,tt0051378,2019-12-05,2020-08-10,"Interview from 2005 with actor Jeanne Moreau Archival interviews with Moreau, director Louis Malle, actor Maurice Ronet, and original soundtrack session pianist René Urtreger Footage of musician Miles Davis and Malle from the soundtrack recording session Program from 2005 about the score, featuring jazz trumpeter Jon Faddis and critic Gary Giddins Malle’s student film Crazeologie, featuring Charlie Parker’s song “Crazeology” Trailers","Elevator to the Gallows","Ascenseur pour l'échafaud",https://www.imdb.com/title/tt0051378/,Movie,7.9,91,1958,"Crime, Drama, Thriller",30480,1958-02-01,"Louis Malle",,
353,tt0106677,2019-12-05,2020-08-10,"Audio Commentary by Richard Linklater Making Dazed, a fifty-minute documentary by Kahane Corn Rare on-set interviews and behind-the-scenes footage Footage from the ten-year anniversary celebration Audition footage and deleted scenes Original theatrical trailer","Dazed and Confused","Dazed and Confused",https://www.imdb.com/title/tt0106677/,Movie,7.6,103,1993,"Comedy",210500,1993-09-24,"Richard Linklater",,
354,tt0086650,2019-12-05,2020-08-10,"Original theatrical trailer New interviews with Catherine Breillat and Jean-Pierre Gorin A 2003 interview with actor Sandrine Bonnaire The Human Eye, a 1999 documentary on the film Archival interview with Maurice Pialat on the set Actor auditions","To Our Loves","À nos amours",https://www.imdb.com/title/tt0086650/,Movie,7.1,99,1983,"Drama, Romance",7562,1983-11-16,"Maurice Pialat",,
